tree_number,models.80,likelihood.80,aicc.80,lambda.80,alpha.80,mu.80,beta.80,models.50,likelihood.50,aicc.50,lambda.50,alpha.50,mu.50,beta.50,models.20,likelihood.20,aicc.20,lambda.20,alpha.20,mu.20,beta.20,models.s20,likelihood.s20,aicc.s20,lambda.s20,alpha.s20,mu.s20,beta.s20,lambda.sim,mu_0.sim,beta.sim,time_decline,time80,final_rich80,time50,time20,time_s20,ntip80,ntip50,ntip20,ntip_s20,mu_f.sim.80,mu_f.sim.50,mu_f.sim.20,mu_f.sim.s20,cga.80,cga.50,cga.20,cga.s20,gamma.80,gamma.50,gamma.20,gamma.s20,decline.length.80,decline.length.50,decline.length.20
974,bvardcst,-49.88210533,105.8946454,6.703616278,-0.081197821,8.061101073,NA,bvardcst,-20.15743419,46.37174042,7.41662874,-0.103572501,8.684667739,NA,bvardcst,47.38014052,-88.72584775,7.404636355,-0.117501496,8.219629198,NA,bvardcst,261.4517519,-516.8676828,7.451010209,-0.286224276,7.150661843,NA,6.949537694,7.815572829,0.811016351,2.712581634,5.712581634,100.5138325,4.512581634,3.712581634,1.9,188,426,701,674,7.739561954,7.614413747,7.430701476,6.141621005,5.576033681,4.376033681,3.687747661,1.875166027,0.497616022,0.453050613,0.385730304,0.211683963,2.999999999,1.799999999,0.999999999
975,bcstdcst,-56.18854579,116.6561613,2.166454058,NA,2.166768201,NA,bcstdvar,-175.7561946,357.6745513,2.123442147,NA,2.038778032,443.9191627,bvardcst,-213.9778059,434.0709964,2.561382629,-0.033326609,2.759310312,NA,bcstdcst,-74.68452209,153.4579331,2.682761049,NA,2.002540704,NA,2.252717366,2.410019792,0.352090515,7.751472654,20.85147265,35.49374985,14.85147265,11.25147265,5.3,46,152,212,138,2.408458077,2.397105591,2.364147859,2.037119709,20.61574025,14.61574025,11.01574025,5.064267597,0.607311484,0.476988046,0.388095055,0.224455129,13.09999997,7.099999975,3.499999975
976,bvardcst,-104.5973662,215.3438007,4.718913038,-0.129894058,6.485831809,NA,bvardcst,-241.886575,489.8194821,4.689240988,-0.127713279,5.678660907,NA,bvardcst,-148.8222054,303.6735724,5.635111327,-0.12172195,6.260435524,NA,bvardcst,17.83641384,-29.63695323,4.909462016,-0.232123967,4.570076159,NA,5.275744953,7.156659348,0.370327028,3.608392476,6.108392476,347.1174718,5.208392476,4.508392476,2.8,165,522,827,673,6.411427222,6.116644704,5.808872718,4.61929059,5.997256431,5.097256431,4.397256432,2.688863955,0.408502451,0.359193796,0.345119041,0.180650913,2.5,1.6,0.9
977,bcstdcst,-13.30094478,31.12362869,3.627463413,NA,3.572170753,NA,bvardcst,-17.62915636,41.53103999,6.230102989,-0.1061597,7.367124982,NA,bvardcst,-23.26019619,52.72207305,6.294030879,-0.1588787,7.474999804,NA,bcstdcst,61.73342875,-119.4033654,6.383670497,NA,4.600402275,NA,6.33010113,7.496934487,0.671607173,2.769774847,5.469774847,97.9051787,4.469774847,3.669774847,2,26,92,123,192,7.306613994,7.124404837,6.859403827,5.540194423,5.342275811,4.342275811,3.542275811,1.872500963,0.520137066,0.449222251,0.370779178,0.201656692,2.7,1.7,0.9
978,bvardvar,-61.72950082,131.792335,3.619047847,-0.091646911,4.939810405,7.159740438,bvardcst,-105.9725433,218.0791648,4.403812635,-0.088542957,5.393382245,NA,bvardcst,-167.5259762,341.14426,3.739972879,-0.122842166,4.573772115,NA,bvardcst,-80.98985787,168.0321175,3.842687566,-0.146331692,3.338319949,NA,4.091153713,5.08858169,0.396662492,4.108214198,7.708214198,100.1686983,6.308214198,5.308214198,3.1,125,183,264,462,4.849406817,4.671816712,4.468913007,3.600711908,7.373372026,5.973372027,4.973372027,2.765157829,0.513737856,0.426303348,0.341825837,0.179291473,3.599999999,2.199999999,1.199999999
979,bvardcst,-45.18247648,96.6982863,4.926322561,-0.141435421,7.253784993,NA,bvardcst,-96.26379756,198.6408027,5.180686897,-0.142371137,6.724896201,NA,bvardcst,-112.8373578,231.7319948,5.673991939,-0.176195894,7.048006124,NA,bvardcst,60.48553046,-114.9207465,5.107223013,-0.218432022,4.360169153,NA,5.162078862,6.42970548,0.507435285,3.199979257,6.099979257,90.65529894,4.999979257,4.199979257,2.4,76,216,423,481,6.138700815,5.921178581,5.666546523,4.527366732,5.967317549,4.86731755,4.067317549,2.267338292,0.406217262,0.400049374,0.3584452,0.164992324,2.900000001,1.800000001,1.000000001
980,bcstdcst,-16.58655061,37.97310121,2.393882262,NA,-2.311637161,NA,bvardcst,-17.76423476,41.90346953,6.190922394,-0.14872419,7.716510503,NA,bvardcst,-18.67500815,43.61967923,5.062782519,-0.161412073,5.722103174,NA,bcstdcst,12.45645831,-20.73644603,4.746829084,NA,2.810259138,NA,4.987929538,6.096915177,0.715636008,2.3815699,5.1815699,15.17061904,4.0815699,3.3815699,1.6,18,68,93,71,5.947396664,5.768387915,5.55475308,4.156765115,4.638193274,3.64845475,2.94845475,1.533000388,0.444694266,0.427605929,0.321457863,0.157633989,2.8,1.7,1
981,bvardvar,-21.03573631,54.51591707,1.650335955,-0.081673481,2.746379857,7.615781695,bvardcst,-118.5531657,243.4813314,1.110708905,-0.095564774,1.584822362,NA,bvardcst,-188.4204652,382.9947766,2.075578464,-0.070594762,2.476671512,NA,bvardcst,-141.4347713,289.0434556,1.84296874,-0.173058614,2.135773009,NA,1.854531897,2.704369151,0.160545925,7.210267622,12.81026762,45.3503844,10.71026762,9.210267622,5.4,14,68,160,142,2.358525193,2.219861062,2.087934071,1.567906303,11.80333743,9.703337428,8.203337428,4.393069805,0.450663877,0.240904887,0.327946601,0.162647549,5.60000001,3.50000001,2.000000012
982,bvardcst,-4.965285014,17.43057003,7.239190768,-0.145057093,9.208955373,NA,bcstdcst,21.59345189,-38.98351395,9.79249761,NA,9.500009083,NA,bvardcst,12.18257963,-18.05347095,7.186313324,-0.189618863,7.738854015,NA,bvardcst,37.57189854,-68.8647273,7.855645126,-0.636959293,8.843188488,NA,7.492032726,9.327728949,0.959661128,1.693897671,3.593897671,21.93398107,2.893897671,2.393897671,1.2,20,62,81,90,9.031295435,8.747405426,8.390041849,6.378929215,3.466147841,2.766147842,2.266147841,1.15777895,0.544167627,0.485751978,0.326441973,0.183699885,1.900000001,1.200000001,0.700000001
983,bvardcst,-9.604669643,26.16933929,6.214963493,-0.090564715,7.417598465,NA,bvardcst,-18.45243306,43.34122976,5.340423494,-0.12793366,6.212654111,NA,bvardcst,12.45876632,-18.5841993,9.75992944,-0.135156555,11.29298356,NA,bvardcst,36.53586343,-66.86833702,7.37488792,-0.378928499,8.057373201,NA,7.128285956,8.522315884,0.805940623,2.246430182,4.546430182,60.56093215,3.646430182,3.046430182,1.6,29,59,76,122,8.303924099,8.071239276,7.790739555,6.175209779,4.531591169,3.631591169,3.031591169,1.585160988,0.527046907,0.380046419,0.460310138,0.233563931,2.3,1.4,0.8
984,bcstdcst,-2.022839275,8.239226937,7.573103867,NA,7.604319363,NA,bvardvar,-78.69081811,165.5337275,4.874084344,-0.01004305,5.083148812,25.26534852,bvardcst,-138.7362096,283.5313872,5.258332014,-0.022156959,5.52316408,NA,bvardcst,-45.46615417,97.00825771,4.679633694,-0.095599508,4.445117803,NA,4.753792196,4.841383593,0.708980388,5.659215839,25.55921584,99.48177552,15.05921584,9.659215839,3.6,65,268,411,320,4.841383528,4.84127187,4.836245093,4.464239838,25.35989505,14.85989505,9.459895055,3.400679214,0.818559458,0.557993375,0.489538409,0.261763354,19.9,9.400000003,4.000000002
985,bcstdcst,0.541128854,8.917742293,6.923902524,NA,9.283249468,NA,bvardcst,0.610408952,7.179182097,9.030575839,-0.228926488,12.42781581,NA,bcstdcst,-9.518263102,23.58198075,3.456982704,NA,2.908081008,NA,bvardcst,7.134189741,-7.125522339,9.559971741,-0.786850765,13.8056707,NA,6.46219985,8.165916272,0.925691104,1.692958846,3.692958846,12.02739009,2.892958846,2.392958846,1.2,5,14,25,25,7.89839875,7.60490671,7.274703231,5.476996302,0.294054746,2.558654239,2.18487271,1.038764826,0.063660742,0.612724492,0.30600723,0.287913679,1.999999999,1.199999999,0.699999999
986,bvardvar,8.827369116,-9.43251601,6.301332327,-0.159643548,8.806072863,11.57415824,bvardcst,-8.05236394,22.15590059,7.998186813,-0.146812258,9.788012636,NA,bvardcst,-5.939903602,17.91250475,7.209890848,-0.194495226,8.611567703,NA,bvardcst,315.3240794,-624.6194507,6.968391416,-0.238785286,6.175467835,NA,6.833277113,8.807518971,0.576862157,2.592337375,4.692337375,167.044285,3.992337375,3.392337375,2,185,473,738,840,8.219635233,7.927157386,7.563067646,6.029101609,4.667190527,3.967190527,3.367190527,1.974853152,0.51966533,0.434518613,0.354723836,0.189725713,2.1,1.4,0.8
987,bcstdcst,-1.108919525,8.61783905,5.39516807,NA,6.455002199,NA,bcstdcst,-8.227306828,22.45461366,3.211114073,NA,3.412038045,NA,bcstdcst,-8.698296919,21.79659384,3.99979409,NA,3.516211224,NA,bcstdcst,-8.329068641,21.10258173,3.124578461,NA,2.002138579,NA,4.814336951,5.654307315,0.744611468,2.560807029,5.760807029,14.95624964,4.460807029,3.660807029,1.7,8,9,33,30,5.576781583,5.450208386,5.284014533,4.05977876,0.701879126,2.856359649,2.05635965,1.668320298,0.199137157,0.463808803,0.25517686,0.18567103,3.200000001,1.900000001,1.100000001
988,bvardcst,-331.7839304,669.6872639,1.764660861,-0.035181489,2.367893908,NA,bvardcst,-956.1331947,1918.302975,1.776548098,-0.038946061,-2.172703992,NA,bvardvar,-1350.383521,2708.804957,1.461708876,-0.061763825,1.862861991,3.354617805,bvardvar,-1115.789186,2239.611052,1.630026332,-0.074382357,1.463923907,5.708245873,1.813695915,2.154789825,0.186403996,9.888686241,19.08868624,115.2969679,15.48868624,12.88868624,7.4,205,660,1060,1229,2.093400186,2.03469334,1.959800298,1.612359904,18.68341138,15.08341138,12.48341138,6.994725142,0.459782585,0.407272692,0.363876448,0.188467761,9.199999983,5.599999983,2.999999983
989,bvardcst,-36.54745944,79.46414965,5.554596445,-0.193501724,8.368186132,NA,bvardcst,-67.46726171,141.0521705,6.418708033,-0.208952658,8.77704833,NA,bvardcst,37.83600965,-69.63175084,7.786092348,-0.186726309,9.181837005,NA,bvardvar,291.261008,-574.4559002,6.875666913,-0.372774893,6.804665396,25.5934612,7.647982048,9.286915539,0.656778222,2.641014426,4.841014426,300.9096501,4.041014426,3.441014426,2,69,208,600,610,8.900509431,8.633435827,8.317805252,6.79001536,4.584708795,3.784708795,3.184708795,1.74369437,0.353229742,0.364363133,0.367933846,0.206343256,2.200000001,1.400000001,0.800000001
990,bvardvar,-99.1306436,206.5762478,4.35710264,-0.057561247,5.601998064,50.53828584,bcstdcst,-381.2077808,766.4479067,2.432571633,NA,2.258347951,NA,bvardcst,-529.1291744,1064.291002,3.439165591,-0.089182961,4.026074115,NA,bvardcst,-284.6890433,575.4135372,2.833900241,-0.111040702,2.286787021,NA,3.082674303,3.818610194,0.322953304,5.098256569,9.798256569,65.6170359,7.998256569,6.698256569,3.8,132,374,739,681,3.657310759,3.530143848,3.379646055,2.699354419,9.639032183,7.839032183,6.539032183,3.640775614,0.518907835,0.391461262,0.350636719,0.155279499,4.700000006,2.900000006,1.600000006
991,bvardcst,-95.22916604,196.5909288,5.233224746,-0.123161784,6.874297968,NA,bvardcst,-165.6678318,337.3829078,5.330482148,-0.143845401,6.553502666,NA,bvardcst,-144.9700478,295.9745783,5.420402015,-0.164219981,6.363838892,NA,bvardcst,71.94454615,-137.8561253,4.824414318,-0.309926981,-4.313946585,NA,5.443707568,7.126489384,0.490290877,2.943906449,5.343906449,93.65577481,4.443906449,3.843906449,2.2,185,512,700,732,6.607696135,6.319938305,6.044083237,4.703071697,5.268482474,4.368482475,3.768482475,2.124576026,0.422746631,0.373484563,0.331372358,0.141283164,2.400000002,1.500000002,0.900000002
992,bcstdcst,20.63844323,-37.15057066,9.167398267,NA,9.01351644,NA,bvardcst,13.55796448,-20.93945836,9.128197117,-0.148655032,11.026848,NA,bvardcst,27.0187654,-47.91570338,7.975628692,-0.178750491,9.073837383,NA,bvardcst,120.4801558,-234.8231688,10.90699841,-0.231801772,10.74136711,NA,8.424184753,9.927338432,0.855672917,2.206131593,4.306131593,136.935015,3.506131593,2.906131593,1.6,98,140,201,179,9.678100621,9.433135691,9.101540928,7.402402366,4.203571807,3.403571807,2.803571807,1.497440214,0.55280039,0.457930259,0.362735928,0.284963495,2.1,1.3,0.7
993,bcstdvar,-3.210831517,-11.57833697,0.790062182,NA,40.91033629,0.027816981,bcstdcst,1.374748172,1.917170323,7.888935909,NA,8.067653616,NA,bcstdcst,-12.0019125,28.34668214,3.893881673,NA,3.5321449,NA,bvardcst,-8.124574643,22.58717746,4.539574315,-0.580213168,5.803321379,NA,4.539300295,5.313575007,0.741826261,2.596421172,6.096421172,12.17405436,4.696421172,3.696421172,1.8,3,21,38,75,5.255858984,5.150519351,4.971196165,3.915665938,1.278707916,4.492003955,3.492003955,1.595582783,0.6168556,0.687101954,0.371988316,0.144350587,3.499999998,2.099999998,1.099999998
994,bvardcst,-58.03850082,122.6224562,2.379596041,-0.095271091,3.250600678,NA,bvardcst,-89.57546458,185.3933534,3.256871796,-0.121508581,4.42876852,NA,bvardcst,-124.1062103,254.3624206,3.502199591,-0.150429777,4.600276379,NA,bvardcst,-46.38037055,98.91458724,3.643049738,-0.162749068,3.424659975,NA,3.116742094,4.165669801,0.309260171,4.459380149,8.359380149,44.30303492,6.859380149,5.859380149,3.3,48,103,164,160,3.851664765,3.666323782,3.485352403,2.664389144,7.123844225,6.245359193,5.245359192,2.895955926,0.373155799,0.375738684,0.326016558,0.191171454,3.899999997,2.399999997,1.399999997
995,bvardcst,-2.086537781,-13.82692444,1.587926477,-0.60322557,6.528493038,NA,bcstdcst,-9.562893097,26.12578619,0.816714927,NA,0.520304494,NA,bcstdcst,-10.64031112,26.03062224,2.86974046,NA,2.475402991,NA,bcstdcst,-4.553875708,13.62949055,2.265514535,NA,5.45E-05,NA,5.320764295,7.139672867,0.701203091,1.950120214,3.950120214,11.37618307,3.250120214,2.650120214,1.3,3,7,19,26,6.6922135,6.408662313,6.026299504,4.270272892,3.78481893,3.08481893,2.48481893,1.134698715,0.819547804,0.266112908,0.332033496,0.015746236,1.999999999,1.299999999,0.699999999
996,bcstdcst,-3.759810234,13.01962047,4.800238193,NA,5.185119388,NA,bcstdcst,-12.69328943,29.98657886,3.246202618,NA,2.978325962,NA,bcstdcst,-3.59005476,11.48010952,5.317678101,NA,4.8291401,NA,bcstdcst,3.465283876,-2.330567752,5.580296716,NA,4.496728446,NA,6.242767999,7.716533414,0.754744853,2.193515577,4.493515577,30.85185357,3.593515577,2.993515577,1.6,11,23,43,23,7.456798188,7.204221772,6.91077817,5.409935998,2.353326423,3.063345401,2.463345401,1.069829824,0.562214973,0.362413051,0.346233789,0.226628486,2.300000001,1.400000001,0.800000001
997,bvardcst,-99.40419178,205.0483836,3.479028919,-0.163467299,5.22341861,NA,bvardvar,-75.12643541,158.344195,4.850035888,-0.125488691,5.970011934,14.13958487,bvardcst,-166.7236403,339.4995681,4.614277958,-0.141245694,5.313898789,NA,bcstdcst,49.82818306,-95.63182624,4.752890164,NA,3.179239095,NA,4.903696736,6.890517131,0.324643868,3.830691689,6.430691689,359.4284403,5.530691689,4.830691689,3,104,443,463,492,6.036273195,5.746391167,5.454473717,4.288688458,6.206311655,5.306311655,4.606311655,2.775619966,0.29724868,0.426669654,0.32130946,0.18230995,2.599999997,1.699999997,0.999999997
998,bvardcst,-35.51127839,77.33424509,5.516477394,-0.14485469,7.176689807,NA,bvardvar,34.12598442,-60.08390161,6.127782274,-0.193912416,7.996783457,10.6596173,bvardcst,1.960268201,2.164269251,6.313981851,-0.146861023,6.850568882,NA,bcstdcst,50.24192368,-96.42293365,4.968679077,NA,2.783055441,NA,7.072470253,8.863394691,0.651197233,2.455781175,4.555781175,128.1450343,3.755781175,3.255781175,1.8,81,243,287,200,8.407175661,8.095286337,7.799672618,6.118411861,4.546078904,3.746078904,3.246078903,1.790297728,0.418821206,0.437304367,0.325357595,0.140896019,2.099999999,1.299999999,0.799999999
999,bvardcst,-879.5645138,1765.157667,3.078344359,-0.071547232,4.074648675,NA,bvardvar,-2085.647794,4179.313738,2.341764477,-0.096762552,3.046178966,10.219871,bvardcst,-2948.9984,5904.003555,2.875897341,-0.092614659,3.343637683,NA,bvardcst,-1598.17219,3202.351395,3.047106265,-0.134191318,2.872550477,NA,2.889318923,4.615139021,0.155090545,6.342357205,10.2423572,434.7099202,8.842357205,7.742357205,5,842,2209,3557,3425,3.672574372,3.444000942,3.226150787,2.489889396,10.19636226,8.796362265,7.696362265,4.95400506,0.42142911,0.362065193,0.313558534,0.190045341,3.900000001,2.500000006,1.400000006
1000,bvardcst,17.82134636,-29.51082459,9.318081797,-0.147970163,11.7687858,NA,bvardcst,63.94481885,-121.8448616,8.894784328,-0.204178093,11.10442972,NA,bvardcst,248.7435894,-491.4610634,9.182411622,-0.240035577,10.92312513,NA,bvardcst,600.9547331,-1195.885657,8.322361075,-0.557782672,8.018148124,NA,8.219400393,9.959149049,0.970669769,1.797471225,3.697471225,41.72814086,2.997471225,2.497471225,1.3,186,540,923,1012,9.684024646,9.416375493,9.077294534,7.139476019,3.658841113,2.985114359,2.485114359,1.287643134,0.482702698,0.408069636,0.361505717,0.154619437,1.9,1.2,0.7
1001,bvardvar,-41.45762919,92.09172898,2.970091554,-0.083303353,3.818771957,570.0676303,bvardcst,-63.06779957,132.4052621,3.467789997,-0.06671927,3.879094882,NA,bvardvar,-57.76318454,123.9387402,2.515474359,-0.191224704,3.878157735,2.816803477,bcstdcst,-29.8354822,63.79096439,3.136442726,NA,2.022611307,NA,3.623946224,4.804995435,0.358350234,3.915869881,7.315869881,48.35590725,6.015869881,5.115869881,2.9,39,93,102,103,4.455752528,4.24852002,4.036727764,3.105314728,6.997526334,5.980791875,5.080791875,2.864921995,0.414297466,0.37689542,0.345971743,0.172963745,3.400000003,2.100000003,1.200000003
1002,bvardvar,-362.0495079,732.2571185,1.529270385,-0.025354359,-1.952677842,5.537763444,bvardcst,-1042.532046,2091.09035,2.493875803,-0.025375061,2.870114099,NA,bvardcst,-1559.539706,3125.096266,2.331230898,-0.035189773,2.600558813,NA,bvardcst,-1008.541315,2023.10285,2.214721298,-0.085274045,2.190017224,NA,2.274939342,2.458137807,0.277659695,9.351696806,21.75169681,130.4004589,16.25169681,12.85169681,6.7,258,918,1428,1191,2.452281086,2.431167995,2.388815889,2.075595445,21.53505608,16.03505608,12.63505608,6.483359269,0.519037524,0.483753135,0.39921165,0.219925924,12.40000001,6.900000015,3.500000015
1003,bcstdcst,12.62309489,-21.20073524,8.587347976,NA,8.417833239,NA,bvardcst,10.27258459,-14.50725449,7.599391843,-0.132652653,8.980034102,NA,bvardcst,130.2836753,-254.5412353,8.273552849,-0.164768455,-9.581214022,NA,bvardcst,315.5865708,-625.1423328,7.552972661,-0.287953588,-7.265165476,NA,7.676947558,9.35265237,0.628336513,2.736473345,4.936473345,412.7872732,4.136473345,3.536473345,2.1,267,637,923,783,8.93206644,8.657370021,8.338995304,6.852995922,4.732557814,3.932557814,3.332557814,1.896084469,0.536922884,0.420768298,0.387590021,0.211826013,2.200000001,1.400000001,0.800000001
1004,bvardvar,12.16470262,-15.65143914,7.601293918,-0.092243611,9.656550131,17.00101315,bvardcst,14.77344704,-23.3533457,9.671211523,-0.114241666,11.80525632,NA,bvardcst,56.13260068,-106.2012014,8.794072205,-0.153552907,10.35493124,NA,bvardcst,281.5979917,-557.1500064,8.88686885,-0.273067584,8.510777117,NA,8.703470806,9.597959963,0.934067271,2.540559061,5.440559061,229.4946381,4.240559061,3.440559061,1.8,64,128,379,526,9.538371755,9.415169877,9.212054572,7.811511618,5.16413226,3.97096682,3.170966821,1.686145512,0.60585826,0.521452871,0.41794357,0.230899829,2.899999999,1.699999999,0.899999999
1005,bvardvar,-12.53167665,33.50291374,5.157437781,-0.11042431,7.003939201,8.807126993,bvardcst,-36.25522863,78.75288149,5.336262343,-0.100712542,6.471771547,NA,bvardcst,-32.74697661,71.70823892,5.400028775,-0.120198146,6.439672954,NA,bcstdcst,-8.928500329,21.94860371,4.133852105,NA,2.902968252,NA,5.280945946,6.72825773,0.4721269,3.254651104,5.954651104,129.7364039,4.954651104,4.254651104,2.4,96,103,116,134,6.323729897,6.079637462,5.825606475,4.561543871,5.868789583,4.868789584,4.168789584,2.31413848,0.550187914,0.438132854,0.397266598,0.20385879,2.700000002,1.700000002,1.000000002
1006,bcstdcst,-3.902908773,14.80581755,5.899401991,NA,6.392159956,NA,bcstdcst,-12.43664813,29.09147808,5.980601739,NA,5.964945803,NA,bvardcst,-17.08161159,41.05211207,4.90093917,-0.063244194,5.894574013,NA,bcstdcst,-15.43055616,35.08752742,3.717448485,NA,2.934216211,NA,4.616417338,4.84575391,0.715571065,4.263262719,12.76326272,47.66584531,8.763262719,6.463262719,2.8,7,58,31,56,4.845230381,4.836591393,4.79824419,4.192308408,4.101062335,8.24408998,5.944089979,2.28082726,0.866955013,0.52398127,0.539660648,0.243559191,8.499999997,4.499999996,2.199999996
1007,bcstdcst,-19.49166718,43.35833435,3.775403213,NA,3.669242429,NA,bcstdcst,-29.60938612,63.35210557,4.064478088,NA,3.60609318,NA,bvardcst,-29.97742862,66.19728148,4.613620705,-0.14142877,5.109576512,NA,bcstdcst,3.080063184,-2.03109411,3.642757201,NA,1.627649972,NA,4.407847831,6.051617863,0.454929553,2.864912247,5.464912247,29.08966588,4.464912247,3.764912247,2.1,35,93,103,96,5.547943051,5.257794956,4.960114688,3.723701529,5.144955302,4.144955302,3.444955302,1.79680645,0.484616778,0.343748155,0.314831774,0.097155989,2.6,1.6,0.9
1008,bvardvar,-8.667375359,25.81094119,6.375794995,-0.180790303,8.446910001,39.24321053,bvardcst,-8.686885541,23.54895356,8.055331246,-0.230528747,10.62529534,NA,bvardcst,6.100871409,-6.097846714,6.800817105,-0.252579015,8.123743234,NA,bvardcst,124.8965434,-243.6974692,8.418986299,-0.662281723,9.595780666,NA,7.418211707,9.207804962,0.850732527,1.925473724,3.825473724,39.03819395,3.125473724,2.625473724,1.4,89,141,235,255,8.852366603,8.563053695,8.221238324,6.409466171,3.53567269,2.858850971,2.358850972,1.136952054,0.454814439,0.391869269,0.306231711,0.184367055,1.899999999,1.199999999,0.699999999
