tree.number.20,median.shifts.20,ESS.shifts.20,ESS.logLik.20,root.lambda.mean.20,root.mu.mean.20,root.lambda.decay.20,root.mu.decay.20,tip.lambda.mean.20,tip.mu.mean.20,median.shifts.50,ESS.shifts.50,ESS.logLik.50,root.lambda.mean.50,root.mu.mean.50,root.lambda.decay.50,root.mu.decay.50,tip.lambda.mean.50,tip.mu.mean.50,median.shifts.80,ESS.shifts.80,ESS.logLik.80,root.lambda.mean.80,root.mu.mean.80,root.lambda.decay.80,root.mu.decay.80,tip.lambda.mean.80,tip.mu.mean.80,median.shifts.s20,ESS.shifts.s20,ESS.logLik.s20,root.lambda.mean.s20,root.mu.mean.s20,root.lambda.decay.s20,root.mu.decay.s20,tip.lambda.mean.s20,tip.mu.mean.s20
928,0,687.300277,334.1334921,13.03587313,9.059483855,-0.14762309,-0.14762309,7.787701426,9.059499258,0,1081,390.1196751,12.65093184,9.040509648,-0.12573123,-0.12573123,7.478749783,9.040357733,0,4094.750163,108.2304681,13.41349127,10.18838861,-0.095444107,-0.095444107,8.283652545,10.18679388,0,271,271,11.5479941,7.146805572,-0.20778888,-0.20778888,7.506087123,7.14687825
929,0,216.7227478,310.4372668,7.952830888,5.024540569,-0.101586223,-0.101586223,4.26079994,5.037016175,0,271,271,1.754020959,3.184028339,1.149635675,1.149635675,3.506194,3.184100866,0,3497.087886,223.3474487,8.094254472,5.710502134,-0.081407876,-0.081407876,4.449298795,5.710171843,0,901,238.5509416,8.200198613,4.151941065,-0.202700598,-0.202700598,4.466451113,4.151941557
930,0,701.0039961,210.2459498,13.86201375,9.353736128,-0.185844672,-0.185844672,7.950360003,9.358043102,0,406,331.7460656,12.62761495,9.497947291,0.008471699,0.008471699,8.160320832,9.497838151,0,451,294.6344042,13.26578581,9.824068004,-0.115651439,-0.115651439,7.807555635,9.822760568,0,676,311.1970712,12.69143643,6.860273447,-0.337290926,-0.337290926,7.388646681,6.860293988
931,0,301.5720471,361,2.860257756,3.012241332,0.093371362,0.093371362,3.338443531,3.013587287,0,237.7708683,432.2764985,1.936217439,2.841381389,0.108031537,0.108031537,2.884034963,2.865820189,1,262.8461831,319.6420432,1.524129062,2.142311904,0.098009956,0.098009956,2.622001232,2.173369828,0,316,257.3998853,4.185882057,3.827253434,0.293445565,0.293445565,5.01964315,3.834012095
932,0,901,289.5543434,3.338756777,2.196094151,-0.04771102,-0.04771102,1.918659819,2.196095323,0,2116,198.6716374,3.333194766,2.318427287,-0.037397768,-0.037397768,1.96409707,2.318422004,0,1126.659849,274.8052386,3.105758461,2.240216508,-0.034440025,-0.034440025,1.807697691,2.240161609,0,496,364.6262883,3.177858226,1.79312373,-0.081881952,-0.081881952,1.819534452,1.793139616
933,0,241.0870782,319.9300941,10.03416977,6.935081669,-0.136917265,-0.136917265,5.709530241,6.959983372,0,560.4506349,249.2242128,8.582628146,6.593910158,-0.083167247,-0.083167247,5.555765201,6.591237138,1,280.2184208,495.2648096,2.305373896,3.286068711,0.056671941,0.056671941,5.080437734,4.64429989,0,326.6679106,247.8939046,7.220729898,4.494178669,-0.080559019,-0.080559019,5.369303088,4.498784834
934,0,679.4782998,274.2796729,3.738582491,2.467033391,-0.070415104,-0.070415104,2.141031341,2.466648444,0,901,332.3191303,4.180453108,2.955239145,-0.053460206,-0.053460206,2.42821104,2.954226873,0,2206,302.4001464,3.23844471,2.826686283,-0.013353852,-0.013353852,2.646053552,2.825403099,0,322.9542207,288.3211847,4.271602458,2.496413933,-0.091485118,-0.091485118,2.868118245,2.495646628
935,0,946,290.2210636,8.926721163,5.69762704,-0.145964949,-0.145964949,4.723907083,5.697392289,0,533.6558075,357.3115787,10.02499787,7.09976421,-0.10864468,-0.10864468,5.799755087,7.098610702,0,825.1161528,331.5922777,7.043006767,4.221904361,-0.171305789,-0.171305789,2.69511754,4.218143163,0,451,318.1695363,7.711353326,3.824158603,-0.221460002,-0.221460002,4.29952988,3.824462379
936,0,243.7873401,246.523472,0.933308215,1.559544873,0.60190963,0.60190963,1.861716344,1.559595534,0,631,402.1742841,4.112810479,2.665271918,-0.005432581,-0.005432581,2.196034141,2.665293717,0,631,348.4196144,4.700351014,2.979710111,-0.062176651,-0.062176651,2.181704395,2.979677128,0,113.0047897,361,3.727038532,1.782989335,-0.101958809,-0.101958809,2.051022009,1.782986607
937,0,361,266.8707956,7.345711524,6.075486593,0.032363717,0.032363717,5.5343847,6.075423364,0,361,252.9403414,6.247153823,5.860853934,0.058453222,0.058453222,5.562124547,5.860819003,0,3617.236978,253.2405342,4.943783792,4.864038272,0.000252899,0.000252899,4.943643903,4.863740547,0,676,265.0943581,7.345223506,4.340358476,-0.139542543,-0.139542543,4.718912798,4.340550592
938,0,225.4402225,496,1.598081382,2.641391582,0.07841896,0.07841896,1.80279364,2.534410823,0,257.9910334,586,2.862593141,4.12320752,0.23820592,0.23820592,3.955895078,4.079543854,0,0,73.01524777,0.032,0.005,2.920545072,2.920545072,0.046186379,0.005,0,244.9458141,406,10.2091048,6.577253788,-0.328117347,-0.328117347,6.375816752,6.648196157
939,0,265.8459539,361,3.084974294,5.415322438,2.160539363,2.160539363,6.164992902,5.41532623,0,863.3073611,244.3868664,13.01798104,9.335506818,-0.135640293,-0.135640293,7.859467079,9.335482505,0,1349.042908,265.1018055,11.97492515,8.914973201,-0.105225859,-0.105225859,7.369365961,8.914791473,0,541,280.8129974,14.99718336,7.743936174,-0.387859451,-0.387859451,7.714800149,7.743933994
940,0,482.8414817,288.3906342,6.787405819,4.546567048,-0.126217791,-0.126217791,3.729962923,4.54747929,0,515.4714386,232.277376,7.143081706,5.61662347,-0.07108215,-0.07108215,4.788150017,5.615534681,0,316,316,2.164410978,2.379349725,0.083415557,0.083415557,2.534977554,2.378253272,0,361.6839898,232.3444715,4.025368847,2.08179578,-0.056550848,-0.056550848,2.886517753,2.088929461
941,0,801.2635034,394.4142843,3.10025571,2.062869973,-0.042265365,-0.042265365,1.796573111,2.062915523,0,1171,307.4217213,3.143456149,2.222669923,-0.033389866,-0.033389866,1.894444387,2.222668568,0,4501,184.6177939,4.611929987,3.209359962,-0.036308073,-0.036308073,2.383967042,3.208967351,0,361,247.7999516,3.185736731,1.775199391,-0.074748987,-0.074748987,1.808549635,1.775195333
942,0,271,271,11.12093546,9.426905793,0.157739268,0.157739268,8.843887695,9.426873708,0,1936,353.7442253,9.993653838,8.428642076,-0.040692835,-0.040692835,7.876811047,8.42822371,0,4501,145.2171525,9.662614175,8.564286485,-0.02596447,-0.02596447,7.812640325,8.560189627,0,1178.793877,277.7278679,10.90933033,7.742158315,-0.096739325,-0.096739325,8.584652581,7.74204247
943,0,316,316,2.705810611,2.147523758,-0.00284079,-0.00284079,1.996473984,2.155458568,0,321.6233854,409.2443914,2.40791752,2.616367194,0.039062596,0.039062596,2.836559564,2.762386337,1,262.2130274,304.0682964,0.764043092,1.343121729,0.002991255,0.002991255,1.72302791,1.364062908,0,316,316,3.946873519,2.188765686,-0.142569643,-0.142569643,2.354381951,2.224392964
944,0,246.1369902,316.11994,5.593441508,3.261146475,-0.149398287,-0.149398287,2.720436404,3.261755286,0,631,349.3359171,6.56797607,3.952780174,-0.148259844,-0.148259844,2.838261557,3.952133261,0,277.3109717,423.4480728,2.56291096,1.720260963,-0.083335372,-0.083335372,1.395972207,1.756557902,0,249.4277354,352.0148474,5.331635416,2.296493031,-0.26155324,-0.26155324,2.631083593,2.304065651
945,0,172.8850196,349.838163,18.96044816,14.69523808,-0.166469187,-0.166469187,12.94626506,14.94190823,0,856,268.2071594,13.16943998,11.07588131,-0.079417618,-0.079417618,10.18104925,11.0709009,0,345.303564,425.1158766,3.248295498,3.346739536,0.047820614,0.047820614,3.382483978,3.68369639,0,247.1387439,646.3555075,6.496018847,6.649524052,0.418775318,0.418775318,8.246142046,6.628880808
946,1,267.8561667,264.7570364,1.255478427,2.158964113,0.742884139,0.742884139,2.805295655,2.873535335,0,265.5114486,278.6530878,5.337353485,3.540866317,-0.06499265,-0.06499265,2.851838445,3.54772828,0,4186.416099,181.9235511,5.451850278,3.932550133,-0.049572215,-0.049572215,3.100410861,3.932481102,0,592.8881991,256.4913677,5.012224567,2.675368055,-0.118122824,-0.118122824,2.90264035,2.675373939
947,0,289.8140508,496,3.677128513,3.826978091,0.161594622,0.161594622,4.555090966,3.920653664,0,392.07779,271,1.912616631,1.858890502,0.129352315,0.129352315,2.174851027,1.844174625,0,311.0409846,400.9886378,1.573228187,2.432417201,0.121138006,0.121138006,1.986853087,2.443304296,0,361,361,3.931585042,2.474931031,0.220233363,0.220233363,3.921158376,2.496741537
948,0,271,271,3.925220959,4.584820221,0.208628242,0.208628242,5.342071597,4.579841586,0,168.6907574,324.3325464,2.850266494,3.225071587,0.171060692,0.171060692,3.89170107,3.239165891,0,325.8322776,496,3.650165887,5.05108881,0.153252634,0.153252634,5.293678228,5.034107622,0,271,271,3.699464354,2.516103387,0.27261523,0.27261523,4.071025821,2.528363206
949,0,1261,281.8761117,9.808398818,6.761465638,-0.166861272,-0.166861272,5.403490287,6.761530035,0,2111.206268,247.6469575,9.601987276,8.027198483,-0.06818888,-0.06818888,7.013074362,8.022772565,0,361,294.8698393,3.309910352,2.947715421,-0.00626777,-0.00626777,2.680362444,2.947171029,0,334.2116832,237.6815561,4.866055049,2.294126097,0.055571893,0.055571893,4.084563406,2.298965187
950,0,586,297.331439,8.592574915,7.692326024,-0.018922256,-0.018922256,7.616450708,7.691720386,0,4276,390.9775366,8.116572325,7.821895475,-0.003417679,-0.003417679,7.812468607,7.821253792,0,3770.125952,191.2540655,5.790337269,5.610776685,-0.003027916,-0.003027916,5.472175465,5.610516003,0,676,223.0261834,10.54074283,7.354700429,-0.1417058,-0.1417058,7.743638349,7.355089119
951,0,361,277.5614372,5.383319086,4.944842105,0.106554553,0.106554553,5.43982997,4.947827071,0,461.600496,239.3321264,5.475484757,4.804465118,0.011934863,0.011934863,4.637189553,4.801384583,0,239.9315324,316,2.286916367,2.768926187,0.150229333,0.150229333,2.788282505,2.753460658,0,397.9708937,271,4.692016089,3.56371445,0.556271314,0.556271314,5.637431372,3.609922114
952,0,2931.201007,451.3687552,10.11654196,8.096869151,-0.058897906,-0.058897906,7.200316298,8.096779222,0,811,321.0077025,7.732198644,6.137049975,-0.048753182,-0.048753182,5.200943382,6.136431175,0,3691.384575,119.6987329,5.49893176,4.55912138,-0.030133198,-0.030133198,3.761248364,4.554173026,0,215.5265057,244.8982703,11.57507101,6.741018202,-0.257367665,-0.257367665,6.324122721,6.741257696
953,0,255.4947561,307.3910634,3.491169067,3.442668401,0.067193889,0.067193889,3.690638326,3.439759243,0,268.1825883,253.9436073,2.601416085,2.709985842,0.083209435,0.083209435,2.907724912,2.712417987,0,361,304.211034,2.186208673,2.582869091,0.085078925,0.085078925,2.602045587,2.582314119,0,316,316,5.473237497,2.741921585,-0.205630704,-0.205630704,2.729746062,2.744706729
954,0,561.319375,377.8369443,7.82708944,4.73947074,-0.115743648,-0.115743648,4.138981309,4.739449184,0,271,271,5.387078339,3.348154256,-0.093415654,-0.093415654,3.966793731,4.964161219,0,1192.240439,260.3846822,6.96602771,4.808404601,-0.086502697,-0.086502697,3.736206129,4.807093365,0,676,353.1510177,4.698181228,2.68735463,-0.025063047,-0.025063047,3.878337315,2.68727453
955,0,1699.795013,224.5355514,13.74796083,9.971673707,-0.141007879,-0.141007879,8.413351426,9.966926141,0,823.2113614,257.5223354,10.52659315,8.066778911,-0.097811578,-0.097811578,6.905348333,8.066970007,0,708.7413855,266.5748662,5.549947087,4.097438276,-0.094071882,-0.094071882,3.204583726,4.135248709,0,631,302.0253788,7.928655261,4.823519794,-0.117020533,-0.117020533,5.924868864,4.825951451
956,0,314.7231155,287.5407777,6.456459182,4.036852839,-0.108489188,-0.108489188,3.419035716,4.036780137,0,991,264.5716966,6.870537619,4.542122028,-0.093440188,-0.093440188,3.635354391,4.542020718,0,4128.750161,183.8334646,6.923290573,5.348022315,-0.064873938,-0.064873938,4.230978687,5.342881024,0,480.3713231,372.344501,4.626958481,2.929513447,-0.048065695,-0.048065695,3.640978994,2.930725993
957,0,271,271,3.285793506,5.908109004,2.377194391,2.377194391,6.570299892,5.908113323,0,496,338.8560848,3.396520806,6.359760484,2.140547883,2.140547883,6.792387538,6.359770501,0,3937.319924,184.7223395,13.4330481,9.860966385,-0.105934494,-0.105934494,7.846918356,9.860909974,0,1982.894539,237.6824653,13.78989368,7.706380158,-0.26858685,-0.26858685,8.306023183,7.706389904
958,0,1207.135863,238.3217313,6.722929001,4.247493541,-0.113494388,-0.113494388,3.495830068,4.247498834,0,901,342.8597476,6.922838868,4.965345683,-0.074402515,-0.074402515,4.127747036,4.961977534,0,1015.152561,372.7342216,5.971344618,4.370718979,-0.064660842,-0.064660842,3.407884343,4.366309622,0,541,284.6156529,4.779459926,2.750610815,-0.084868093,-0.084868093,3.41853837,2.750662858
959,0,289.2633829,361,5.244353632,5.936484596,0.142200223,0.142200223,5.203503582,5.951432772,1,320.6288753,451,1.926609484,3.235822551,0.085264526,0.085264526,2.605193569,3.047345718,0,257.1534344,361,8.05115334,9.020039476,-0.315499121,-0.315499121,6.319027341,9.396091494,0,294.3737706,451,2.247709184,1.83039365,-0.057887629,-0.057887629,1.648085107,1.89522135
960,0,445.1566494,242.9579772,7.494505827,6.313401673,-0.013167929,-0.013167929,6.284170615,6.304092457,0,946,261.9020392,6.158885021,5.22813442,-0.009305339,-0.009305339,4.988807224,5.227514482,0,324.1317677,154.4580022,5.069679335,5.819513031,0.101235043,0.101235043,5.712683957,5.821620069,0,496,387.5432597,11.55204643,7.465786407,-0.280547966,-0.280547966,6.856030877,7.476042489
961,0,586,365.7364884,2.944136058,5.467174386,1.653597935,1.653597935,5.887658507,5.467121302,0,271,271,2.98117786,5.646185351,1.328751808,1.328751808,5.961717652,5.646179117,0,705.2220002,403.7759445,3.004680169,5.768175906,0.906459739,0.906459739,6.007264474,5.767702994,0,4501,117.3054674,10.15582841,5.862344632,-0.149023982,-0.149023982,6.276197922,5.862367102
962,0,991,244.1893227,8.210097841,6.554315873,-0.030574087,-0.030574087,6.556073062,6.555967278,0,553.6751349,249.9522227,6.37017737,5.105872487,-0.046381874,-0.046381874,4.948183615,5.107020588,0,1795.971071,321.1163315,7.098793283,7.177745385,0.036000076,0.036000076,7.133262188,7.170310352,0,263.8448567,282.0266656,7.540154435,5.476353101,0.126414959,0.126414959,7.09379662,5.427283761
963,0,641.5344164,336.8340739,13.69527117,9.125430619,-0.201012785,-0.201012785,7.664354428,9.121852804,0,1171,267.991591,11.27849028,7.785765653,-0.164252689,-0.164252689,6.362307089,7.785932128,0,1576,276.1281344,9.139465546,6.251315717,-0.150132405,-0.150132405,4.745698907,6.251694648,0,361,297.2687285,12.86509648,6.686217535,-0.379487645,-0.379487645,7.004032192,6.686184782
964,0,361,361,4.044328089,3.975234789,0.262106087,0.262106087,4.762215176,3.998021658,0,361,361,5.797467784,6.160259197,0.167605659,0.167605659,6.404295387,6.152367603,0,1126,231.075137,8.432923659,7.626721306,-0.025530783,-0.025530783,6.773508575,7.614071547,0,271,271,8.975206679,5.350170949,-0.15108344,-0.15108344,5.803309927,5.373821367
965,0,0,4501,0.032,0.005,-0.018826587,-0.018826587,0.031122069,0.005,0,496,333.5964013,6.369628577,3.861377965,-0.870163373,-0.870163373,3.417906847,4.419952484,0,292.4511019,361,6.736630609,4.395120466,-0.138441237,-0.138441237,5.049944772,4.436521495,0,345.3041557,271,4.416647384,2.782901634,0.036678117,0.036678117,3.377895579,2.848802753
966,0,192.9964052,285.913655,11.02725809,7.43062918,-0.114912646,-0.114912646,6.579162535,7.439044764,0,271,271,2.287440996,4.229674576,1.67095155,1.67095155,4.574526405,4.22967072,0,496,337.7884038,2.186893669,4.151515242,1.326072399,1.326072399,4.373221068,4.15151102,0,36.8377076,3.527075003,9.799698831,5.288007316,0.078621402,0.078621402,5.707474895,5.364027124
967,0,676,193.9011124,13.9593404,9.982060015,-0.173635169,-0.173635169,8.994240578,9.976725889,0,946,270.3609211,8.922013932,6.247436818,-0.171077445,-0.171077445,5.1570372,6.2459474,0,639.1033959,273.4180772,7.492667117,6.04022247,-0.086980318,-0.086980318,5.00994266,6.026221018,0,289.5892394,361,5.749606011,2.339011052,0.305544802,0.305544802,5.640055206,2.354658697
968,0,310.8676634,260.2640134,3.337632291,3.144341475,0.198234047,0.198234047,4.233609919,3.157720251,0,451,390.2660684,4.611209778,4.534409534,0.114236011,0.114236011,4.956408783,4.545976273,0,811,264.7278608,5.452745783,5.691752663,0.062108687,0.062108687,5.856610838,5.687716816,0,321.2686505,271,6.866021365,4.985521395,0.082712114,0.082712114,5.75368625,5.029572877
969,0,676,388.3077271,12.13225354,9.716420814,-0.093671934,-0.093671934,8.699700183,9.721036757,0,898.3286083,293.4645396,7.357546355,6.787434181,-0.005688001,-0.005688001,6.929771547,6.778023639,0,4189.502756,186.1027891,9.243259018,7.445053444,-0.06675274,-0.06675274,5.992831031,7.437799832,0,618.5536503,424.2891902,13.99948356,8.603566671,-0.315640711,-0.315640711,8.379673765,8.599225572
970,0,445.3619505,222.698306,10.91568847,6.616666285,-0.206611314,-0.206611314,5.177388666,6.616525249,0,524.7540551,234.0001604,8.518457278,5.902421864,-0.132048476,-0.132048476,4.864040912,5.902203996,0,1126,320.8026114,9.301789538,7.709497824,-0.065194848,-0.065194848,6.739832447,7.705631045,0,316,265.1868496,8.956798354,4.928897057,-0.255345838,-0.255345838,5.294470418,4.929807783
971,0,207.8190298,484.8168577,6.554310864,4.481914406,-0.117326332,-0.117326332,3.950189743,4.500558491,0,989.8985176,261.5353104,6.40364802,4.694698862,-0.096508199,-0.096508199,3.861336285,4.693918352,0,264.0835077,451,1.89596278,1.981962065,0.049983629,0.049983629,2.025978563,2.082491978,0,271,271,4.137398672,1.877254268,-0.020908983,-0.020908983,3.070183463,1.877688901
972,0,424.3096778,382.8511634,6.17813369,5.764749435,0.136667078,0.136667078,6.537813359,5.785088591,0,860.4894922,322.845687,10.13768461,9.077928431,-0.011384212,-0.011384212,8.821654206,9.099145896,0,402.3625389,248.5374314,7.274847753,5.874450567,-0.056753679,-0.056753679,5.355463464,5.972872347,0,316,316,5.907863228,4.730396051,0.428599255,0.428599255,7.36678597,4.737317621
973,0,279.5128268,361,3.178008089,5.945779889,1.532469945,1.532469945,6.354633353,5.945722337,0,271,271,3.005622878,5.675162546,1.06436783,1.06436783,6.008540425,5.675082198,0,2692.826591,429.3752737,7.977101449,7.011133485,-0.02085903,-0.02085903,6.505939959,7.010974647,0,406,307.4910905,11.16857054,6.754542365,-0.196865544,-0.196865544,6.947905802,6.754595012
974,0,856.8395901,294.5439042,10.95497344,7.981544348,-0.110586777,-0.110586777,7.277332981,7.981438024,0,811,433.8109444,11.00439575,8.229986695,-0.100532803,-0.100532803,7.087124505,8.229846059,0,496,367.4496568,10.1260697,7.778852964,-0.079123436,-0.079123436,6.517315656,7.778540176,0,413.5013799,254.6749922,12.02309585,6.895282641,-0.257895138,-0.257895138,7.352179552,6.895496593
975,0,1476.533201,307.7891134,3.19212294,2.490494824,-0.023788519,-0.023788519,2.404621423,2.490465646,0,898.0849257,223.0405042,3.166550232,2.523121052,-0.021785785,-0.021785785,2.291305364,2.522881282,0,425.2537606,313.7847883,1.263634363,1.551454396,0.030361719,0.030361719,1.611085208,1.542083606,0,323.9304659,389.4278983,2.059718829,1.893615483,0.15954788,0.15954788,2.670035299,1.894446879
976,0,1981,201.6285625,9.208821524,6.063402731,-0.112592524,-0.112592524,5.521578295,6.063404354,0,1666,431.0152059,8.769400846,5.567976212,-0.125349232,-0.125349232,4.626970199,5.56794102,0,1351,293.4875328,10.01569297,6.338628668,-0.128949547,-0.128949547,4.639606708,6.338319469,0,946,259.5462476,8.780921427,4.401673013,-0.215309271,-0.215309271,4.842626051,4.401614463
977,0,394.7485835,300.6824506,9.368296767,6.536701252,-0.135404081,-0.135404081,5.722155149,6.535671559,0,283.3218387,274.8227218,7.973298367,6.30012,-0.075417842,-0.075417842,5.631799826,6.276260609,1,561.3824444,229.1234219,1.448183656,1.581975205,-0.025273177,-0.025273177,3.022159712,1.917798719,0,411.4618614,388.4219281,8.142315239,5.254715529,-0.00778677,-0.00778677,6.583670404,5.261952055
978,0,991,265.0705904,6.450400071,4.313908315,-0.117417776,-0.117417776,3.591253232,4.31372593,0,1351,234.2480984,7.107003612,5.169496107,-0.08534365,-0.08534365,4.269272775,5.168692569,0,1276.87373,235.6407051,7.166958428,5.546123507,-0.060171055,-0.060171055,4.602901553,5.544888988,0,496,316.0526321,5.414697601,3.157265929,-0.120342332,-0.120342332,3.784327657,3.157267221
979,0,1081,245.8456084,10.86358661,6.654775652,-0.170219776,-0.170219776,5.431632653,6.655165137,0,586,391.0806573,10.11025304,6.573065119,-0.141035207,-0.141035207,5.094215577,6.572960961,0,1801,264.0241039,10.17886887,6.368342299,-0.146236369,-0.146236369,4.298030095,6.367532535,0,991,264.9563753,7.597550283,4.041378295,-0.165618338,-0.165618338,4.999973103,4.041738957
980,0,288.1663748,301.3649189,6.546063379,4.75967091,-0.090476359,-0.090476359,4.674395425,4.803683182,0,406,222.0122918,9.011508103,6.570455049,-0.136205688,-0.136205688,5.407842971,6.566070346,0,316,316,1.979262133,2.264985478,0.118782234,0.118782234,2.234086734,2.264967899,0,292.0514729,304.783524,5.34950928,3.320666488,0.17009641,0.17009641,4.984458905,3.303930282
981,0,514.5015153,301.5822998,3.419655103,2.293366735,-0.066595343,-0.066595343,1.968728716,2.295491921,0,361,273.845201,2.370334526,1.347915593,-0.087287503,-0.087287503,0.998205222,1.347088955,0,553.8420417,292.4201347,1.787041469,1.298029202,-0.046716953,-0.046716953,0.952633909,1.337439961,0,451,327.1865176,3.805668166,2.021316109,-0.162625447,-0.162625447,1.80887536,2.021692219
982,0,361,256.5088848,6.664079695,5.730991856,0.097833667,0.097833667,6.318927942,5.731203425,0,586,269.4588117,8.294978498,8.52948302,0.117595472,0.117595472,8.789215239,8.529688298,1,513.1858995,283.7082043,2.022933626,2.064883728,-0.009215669,-0.009215669,4.850710564,2.919303631,0,496,394.6055292,11.04275577,6.430907655,-0.222811615,-0.222811615,7.08341425,6.437406189
983,0,556.6028352,250.2744663,11.00795402,9.147662331,-0.074834005,-0.074834005,8.388468364,9.14441812,0,406,286.4603002,4.951064212,4.297402315,0.016832887,0.016832887,4.350378318,4.299767543,0,244.4654395,541,3.54369186,4.131619438,0.119323234,0.119323234,4.281204488,4.237186051,0,441.9886354,575.3420496,10.29118346,6.611636144,-0.185634119,-0.185634119,6.89552135,6.612582577
984,0,766,392.6156124,6.111228903,5.278976671,-0.019411202,-0.019411202,5.078368647,5.277506298,0,3856.255572,283.4251167,5.120189122,4.968968914,-0.001368936,-0.001368936,4.976940578,4.968727165,3,209.7140346,616.2642064,0.596710333,0.395632283,-0.041429953,-0.041429953,3.30843552,1.354318573,0,361,293.8588784,6.197662548,4.343007008,-0.077394079,-0.077394079,4.664658156,4.34301247
985,0,271,338.2192383,4.376357066,3.458271491,0.043346725,0.043346725,3.572738909,3.462757862,1,320.749056,270.5606911,2.006456693,1.759293781,-0.229100071,-0.229100071,6.49075479,2.683966028,0,258.4169459,328.098269,7.212941105,10.71326066,1.420289207,1.420289207,8.642411416,10.00365777,0,257.6796008,299.595783,12.48214452,8.530146354,-0.334920536,-0.334920536,7.397747117,8.648852348
986,0,1756,293.0778995,13.75437312,8.592507426,-0.19054473,-0.19054473,7.227609101,8.592495397,0,946,173.527659,13.71221137,9.455367949,-0.14212332,-0.14212332,7.794019213,9.455080534,0,901,339.9631347,13.83308916,10.29662274,-0.109023845,-0.109023845,8.330168852,10.29596311,0,586,214.7788365,10.19842524,5.782444761,-0.19917589,-0.19917589,6.805897693,5.782475042
987,0,271,271,3.858823948,3.131535755,0.175196037,0.175196037,3.915535214,3.168490787,0,246.4508496,669.3690328,2.276426718,2.399861116,0.045105897,0.045105897,2.473693533,2.712031796,0,266.2425516,406,5.801059929,5.983220171,0.36709494,0.36709494,5.604098914,5.982457113,0,271,271,4.904013506,3.134313866,-0.049130884,-0.049130884,3.48845692,3.203593122
988,0,3743.814624,25.51796906,3.065637594,2.121693815,-0.00157131,-0.00157131,1.883135393,2.121679621,0,1261,300.1925454,3.15965594,2.153883854,-0.038588845,-0.038588845,1.765777371,2.153800499,0,2916.242085,286.9409248,3.283947412,2.27611104,-0.035599545,-0.035599545,1.694938123,2.276039167,0,1178.673206,400.144959,2.622032175,1.532171668,-0.048803467,-0.048803467,1.846031059,1.532175057
989,0,586,311.7099483,13.62109693,8.877020904,-0.18414449,-0.18414449,7.575356707,8.876973265,0,1486,248.3432707,13.5472733,8.327400848,-0.212401659,-0.212401659,6.079059865,8.327416071,0,2116,516.234908,12.62628524,7.772598284,-0.198936734,-0.198936734,5.152914699,7.771571675,0,406,406,12.66387899,7.151604852,-0.270973945,-0.270973945,7.822178778,7.151635286
990,0,330.6328806,279.9041501,6.136679482,4.01101573,-0.088849919,-0.088849919,3.430594303,4.010971276,0,1139.655875,246.4657018,5.764290896,3.832047228,-0.081684981,-0.081684981,3.039028067,3.832019024,0,1490.673821,399.1954389,7.371625212,5.510966807,-0.05490616,-0.05490616,4.358878147,5.509923764,0,586,392.7731583,3.827698106,2.088541691,-0.080049727,-0.080049727,2.775511911,2.088893763
991,0,316,316,9.972933386,6.283399937,-0.164412927,-0.164412927,5.361879894,6.283389946,0,931.8937775,287.8598889,9.623145385,6.33225314,-0.141036073,-0.141036073,5.192940081,6.33237444,0,1126,245.5921425,9.533684556,6.581188393,-0.121160448,-0.121160448,5.050407054,6.582256931,0,541,207.8147752,8.448006396,3.98444817,-0.265407133,-0.265407133,4.724316219,3.984567664
992,0,586,358.9107817,12.02920993,8.46801558,-0.159072848,-0.159072848,7.647441938,8.467977318,0,946,225.7661767,13.69211887,10.09494217,-0.140100482,-0.140100482,8.498628456,10.09490812,0,2611,321.3450772,12.16564855,10.22593179,-0.067895362,-0.067895362,9.088588587,10.22033593,0,946,275.8652507,11.93838434,9.146207505,0.019583772,0.019583772,10.30103932,9.145914121
993,0,309.2148563,361,3.051970443,3.285593989,0.18229598,0.18229598,3.730594881,3.286807899,0,330.8320794,901,3.604400128,5.230746633,0.167456797,0.167456797,5.383645241,5.204920716,1,282.6300824,379.9598781,1.005464966,1.880088529,-0.062606238,-0.062606238,1.053741467,1.908596728,0,451,331.7816414,10.26875729,5.276789322,-0.490377013,-0.490377013,4.466674947,5.268119026
994,0,324.7934174,403.9232531,7.472414498,4.428678533,-0.150837556,-0.150837556,3.391744018,4.442388377,0,541,278.6025058,6.68004342,4.254215342,-0.120448823,-0.120448823,3.158009991,4.253941448,0,243.3994463,328.2625138,3.930245508,2.682900776,-0.09356438,-0.09356438,2.006522387,2.686542424,0,445.8378843,517.1887685,5.219758446,3.14060064,-0.089857223,-0.089857223,3.555647461,3.132431325
995,0,271,271,3.336955838,2.869259376,0.076602842,0.076602842,2.84947436,2.858982852,0,323.3197826,406,1.683076677,1.380877516,-0.068554929,-0.068554929,1.094070131,1.416081781,1,848.0703487,370.8873931,0.32744908,0.715188395,-0.000294509,-0.000294509,0.407839337,0.692779137,0,316,316,6.385659177,2.700562463,-0.371350694,-0.371350694,3.220814288,2.754280631
996,0,267.9866585,361,4.67012167,4.491528295,0.200601676,0.200601676,5.162868261,4.639010696,0,273.2801169,521.3250413,2.881499299,2.989015026,0.166192174,0.166192174,3.288653772,3.021864989,0,310.505874,541,3.084068764,4.261762766,0.245137273,0.245137273,3.831644648,4.259126846,0,451,573.9758887,6.193503326,4.881979438,0.278739471,0.278739471,5.879974266,4.903201181
