tree.number.20,median.shifts.20,ESS.shifts.20,ESS.logLik.20,root.lambda.mean.20,root.mu.mean.20,root.lambda.decay.20,root.mu.decay.20,tip.lambda.mean.20,tip.mu.mean.20,median.shifts.50,ESS.shifts.50,ESS.logLik.50,root.lambda.mean.50,root.mu.mean.50,root.lambda.decay.50,root.mu.decay.50,tip.lambda.mean.50,tip.mu.mean.50,median.shifts.80,ESS.shifts.80,ESS.logLik.80,root.lambda.mean.80,root.mu.mean.80,root.lambda.decay.80,root.mu.decay.80,tip.lambda.mean.80,tip.mu.mean.80,median.shifts.s20,ESS.shifts.s20,ESS.logLik.s20,root.lambda.mean.s20,root.mu.mean.s20,root.lambda.decay.s20,root.mu.decay.s20,tip.lambda.mean.s20,tip.mu.mean.s20
336,0,766,255.2634366,3.867075435,3.211274591,-0.018745142,-0.018745142,3.131839284,3.211868739,0,239.9246047,306.4997455,2.46660554,2.537996011,0.050520773,0.050520773,2.813055877,2.538370108,0,321.0008355,406,1.08290741,1.494103774,0.055325309,0.055325309,1.44563923,1.52747662,0,271,271,5.268411923,2.989256244,-0.165639069,-0.165639069,2.947379582,2.995338817
337,0,496,401.5439888,5.235707157,3.623749819,-0.057701333,-0.057701333,3.825560069,3.629895853,0,1936,279.3642516,10.68455558,8.854844644,-0.076789139,-0.076789139,7.969251692,8.849062477,0,490.3531368,318.6652962,6.107693702,5.697863711,-0.003020359,-0.003020359,5.247418437,5.694133641,0,316,316,6.672463924,4.889936392,0.237286246,0.237286246,6.970318564,4.896733886
338,0,762.3927307,315.0527499,9.162763691,7.424506348,-0.048819615,-0.048819615,6.884630695,7.42446997,0,1417.708437,280.0044209,7.105361323,6.113869669,-0.028496632,-0.028496632,5.702917116,6.113118019,0,2114.443891,269.2024836,6.021811644,5.075863802,-0.030181787,-0.030181787,4.411760832,5.063095421,0,294.4250638,329.8595026,9.450428972,5.956504899,-0.170591332,-0.170591332,5.731898368,5.956546301
339,0,1081,276.6061298,6.415187243,5.603405865,-0.013923964,-0.013923964,5.292194581,5.599367498,0,266.9911708,451,2.148694166,3.06961835,0.157471615,0.157471615,3.106596904,3.101564606,0,263.5679715,316,4.899078978,5.112520707,0.290701817,0.290701817,5.428480023,5.255276982,0,260.7666498,316,4.871796076,2.937159937,0.004563711,0.004563711,3.868562428,2.947584936
340,0,496,277.1840921,14.20744637,8.293870927,-0.317427478,-0.317427478,6.706830931,8.293867928,0,1592.357907,243.2746984,17.55359795,11.99807709,-0.215077129,-0.215077129,9.501940652,11.99790432,0,990.8850263,369.2193722,10.48253181,7.193450879,-0.188098031,-0.188098031,5.279022827,7.19148592,0,549.4822924,238.3591613,8.118330777,3.851443245,-0.052511226,-0.052511226,6.598122702,3.855022863
341,0,641.8642377,266.6373594,5.389296723,3.916011405,-0.086973101,-0.086973101,3.466705374,3.918650478,0,406,349.9749052,5.50123665,4.301093695,-0.059750483,-0.059750483,3.79689266,4.299603653,0,316,316,1.885300472,2.086046066,0.068558221,0.068558221,2.185981255,2.093009957,0,222.8222269,271,4.891133066,2.598141179,-0.186399536,-0.186399536,2.661556554,2.601205022
342,0,316,316,3.764404367,6.91362057,2.282116867,2.282116867,7.527625245,6.913619864,0,361,361,3.910203546,7.392973573,1.975506427,1.975506427,7.819455168,7.39283603,0,253.8225466,294.7804751,9.824126913,9.292303911,0.367971245,0.367971245,8.617540419,9.302281671,0,2161,287.8887589,14.79291993,8.647384771,-0.249308363,-0.249308363,9.195556449,8.647404124
343,0,284.5917037,451,7.296632217,8.060730714,0.599132803,0.599132803,10.01515808,8.037270569,0,496,354.90592,7.970235813,8.042826081,0.158873132,0.158873132,7.77369408,8.096020349,0,238.5012431,676,1.935620313,2.972632915,0.121422003,0.121422003,2.506849388,2.957968033,0,293.5652283,361,4.770481363,5.968679896,0.145298313,0.145298313,4.72663982,5.650749461
344,0,258.6222378,291.646972,10.05544961,7.31709601,-0.11302676,-0.11302676,6.477908081,7.316786364,0,773.5719503,335.7007451,8.768054965,6.481206145,-0.100287245,-0.100287245,5.422958257,6.480971813,0,2071,319.0953371,7.629252772,6.104213636,-0.062226116,-0.062226116,5.148990869,6.100588607,0,1126,342.817798,11.3358512,6.591888694,-0.279278785,-0.279278785,6.762116309,6.592024744
345,0,2251,219.1607659,11.62719841,8.80036578,-0.081511114,-0.081511114,8.089999063,8.800374871,0,4066.080098,332.9189747,10.64985512,8.288490409,-0.065339172,-0.065339172,7.411707595,8.288456585,0,569.0494716,260.6115469,3.501062136,6.720653759,1.02740565,1.02740565,6.998770224,6.720050079,0,753.5786864,238.2298572,12.63228535,8.130287148,-0.175084561,-0.175084561,8.298555214,8.130290358
346,0,901,295.9217694,13.3002411,8.116484795,-0.2743049,-0.2743049,6.414872606,8.116853127,0,215.3672527,968.9357524,12.27944415,7.735702396,-0.239228017,-0.239228017,5.669339246,7.806187644,0,341.2880412,269.8007784,11.2561862,6.393449648,-0.320699677,-0.320699677,3.39235247,6.463173452,0,343.5923667,262.0012534,10.16991669,5.07934128,-0.326167593,-0.326167593,6.082640761,5.081480821
347,0,1801,346.2106054,16.47195697,11.04002139,-0.207319557,-0.207319557,8.931403026,11.03908767,0,347.9196158,245.0127449,11.61402096,8.294357985,-0.151483882,-0.151483882,6.877241952,8.294265769,0,1245.804891,251.8716476,8.376561136,6.87561915,-0.074510646,-0.074510646,5.971834676,6.863307357,0,452.582183,299.2635505,12.5866635,6.252559017,-0.396873669,-0.396873669,6.549589837,6.254867315
348,0,271,271,4.73564296,4.745829865,0.054137182,0.054137182,4.980991165,4.48755471,0,271,271,3.19208801,3.502780651,0.23734793,0.23734793,3.444339457,3.474543008,1,312.1672164,541,1.349197594,2.788720558,0.045197207,0.045197207,1.675322304,2.637022848,0,262.4461786,383.1358411,2.399964867,2.425877591,0.202836837,0.202836837,2.45138945,2.416203703
349,0,676,258.330063,9.79292037,7.040167411,-0.105881754,-0.105881754,6.303718153,7.040209411,0,4501,279.8405914,10.15306009,7.59727956,-0.087277586,-0.087277586,6.365765365,7.597211639,0,1801,297.3558931,8.464800366,6.941835991,-0.046975958,-0.046975958,6.022847934,6.94111748,0,361,276.157336,11.94760693,7.128268726,-0.269921629,-0.269921629,7.126562435,7.128264657
350,0,439.3834417,334.2429533,5.318957652,4.130625527,-0.038466288,-0.038466288,4.114971809,4.132000459,0,502.2440798,271.0066273,3.8661839,3.625710403,0.014617051,0.014617051,3.971557249,3.890612566,0,361,361,3.067383213,3.633431524,0.098033653,0.098033653,3.89603161,3.626309898,0,316,316,4.448824842,3.685496804,0.117806405,0.117806405,4.655550369,3.689888835
351,0,766,257.8664398,11.44623187,8.453210627,-0.1622075,-0.1622075,7.4686988,8.44187183,0,1004.707842,274.0214033,13.27255499,9.185284381,-0.227376162,-0.227376162,6.775502932,9.175855792,0,239.0428178,283.6928362,3.860420612,5.070023632,0.160630679,0.160630679,6.134313369,5.191501,0,316,316,7.844031171,3.90230042,-0.018479592,-0.018479592,6.049502233,3.903689278
352,0,361,278.3915089,2.537115679,1.53902349,-0.052820486,-0.052820486,1.250179058,1.538846892,0,721,298.7333679,2.23075939,1.391868743,-0.046630763,-0.046630763,1.087397343,1.391917558,0,534.4107958,424.4793997,2.323634295,1.433178349,-0.048058428,-0.048058428,0.983598067,1.432789316,0,376.7407882,337.1030949,2.10296244,0.995699234,-0.079474439,-0.079474439,1.078286894,0.995724559
353,0,452.699332,378.8176172,14.0233643,8.959798077,-0.242718239,-0.242718239,7.693496345,8.95916198,0,496,262.2540165,13.22511367,9.30333244,-0.173742438,-0.173742438,7.909340572,9.303409869,0,311.5427548,275.907731,11.30202401,8.753987672,-0.110733416,-0.110733416,7.499859027,8.750261921,0,451,264.6484291,10.18072996,6.441779313,0.060144988,0.060144988,8.618673191,6.447237023
354,0,468.5166308,1096.876225,6.522553187,4.760067485,-0.07855411,-0.07855411,3.963785987,4.822080823,0,541,236.6555347,5.894231904,4.558868466,-0.054706717,-0.054706717,3.813293054,4.557939074,0,1589.671852,364.0560123,5.190930615,4.0269878,-0.047882859,-0.047882859,3.218740706,4.026376972,0,451,241.1570454,5.775490687,3.780210377,-0.114914528,-0.114914528,3.814638272,3.780488401
355,0,448.1090289,423.6667661,11.91744101,7.242729071,-0.217952728,-0.217952728,6.030778527,7.242702043,0,1456.489956,268.3456845,14.17916229,9.579461561,-0.171003053,-0.171003053,7.645308951,9.579321418,0,451,284.6432058,12.27737732,8.73594878,-0.135550967,-0.135550967,6.775513221,8.734895736,0,856,420.7938757,11.4130666,5.568224042,-0.35639547,-0.35639547,6.212057532,5.568139494
356,0,271,271,2.638378424,1.483671089,-0.117525348,-0.117525348,1.269286936,1.490260001,0,1756,262.7861198,5.854635068,3.852063115,-0.120561696,-0.120561696,2.671170373,3.850087133,0,271,215.1197396,0.852705137,0.920510945,0.019947202,0.019947202,0.815574176,0.947279491,0,496,294.5677045,4.847294976,2.897378279,-0.120189649,-0.120189649,2.958863502,2.904276002
357,0,946,296.0817,6.328913541,4.880516374,-0.051337313,-0.051337313,4.451146978,4.880071622,0,946,301.603358,5.916209767,4.271857537,-0.064460191,-0.064460191,3.411693993,4.270760607,0,529.5640624,312.5238314,3.858789289,3.534697518,-0.012021713,-0.012021713,3.183426796,3.531759976,0,818.7990484,290.7094456,5.340492159,3.3574933,-0.070848253,-0.070848253,3.93286474,3.357634533
358,0,580.9614653,251.3655844,6.638456685,4.42131491,-0.102538032,-0.102538032,3.808530712,4.42148708,0,1576,461.184626,7.128010184,4.942183287,-0.089885452,-0.089885452,3.985786153,4.941551536,0,3871,345.8378368,7.873232663,5.999084415,-0.067496439,-0.067496439,4.77225483,5.997067907,0,316,316,6.260920095,3.380528544,-0.151061786,-0.151061786,3.909558535,3.381037917
359,0,234.5492465,239.8230439,3.12531693,5.716688323,1.456139494,1.456139494,6.245505842,5.716681129,0,1846,320.5515637,10.89114008,8.500630482,-0.063192677,-0.063192677,7.458141934,8.500512477,0,4501,166.3895887,10.57086597,8.800541546,-0.03841925,-0.03841925,7.692454479,8.800069602,0,157.9887585,271,10.77867517,6.403234649,-0.18706628,-0.18706628,7.21633103,6.404051759
360,0,766,241.4479751,5.823278292,4.203193802,-0.101880863,-0.101880863,3.50426317,4.218615499,0,660.8981891,270.0201106,5.532559927,4.304740108,-0.068859786,-0.068859786,3.637518271,4.297481217,0,242.2468442,496,1.855160337,1.724212489,-0.019597126,-0.019597126,1.602590729,1.796503969,0,340.1656662,516.1349373,4.714391472,3.107949735,-0.022139931,-0.022139931,3.619232357,3.166029867
361,0,541,386.3159855,7.999548392,5.221149741,-0.222386422,-0.222386422,4.09026987,5.219238606,0,271,271,2.632747011,2.689908919,0.184790773,0.184790773,3.236999507,2.695125625,1,361,233.5334614,1.095507952,1.720303593,0.019263984,0.019263984,1.645718348,1.695481097,0,271,271,5.943686052,3.381060917,0.095898806,0.095898806,5.205593829,3.381230866
362,0,3111.669671,231.8407492,9.135836123,5.726893598,-0.130377733,-0.130377733,4.871748069,5.728244575,0,1207.183848,257.2742656,8.623161522,5.708388165,-0.113090756,-0.113090756,4.683797799,5.708379629,0,1645.221637,402.4196312,8.016897504,4.956452507,-0.132225843,-0.132225843,3.454088905,4.95596534,0,631,286.9017205,9.182254263,4.801666339,-0.225655838,-0.225655838,4.892509231,4.801854821
363,0,496,382.9410712,5.886390806,6.978530746,0.199114614,0.199114614,7.377235121,6.969835838,0,307.3751008,253.2644927,3.260463665,3.838063483,0.134752264,0.134752264,3.869387646,3.828776261,0,315.3456291,351.0127365,7.448144138,6.573480938,0.139394722,0.139394722,6.745018144,6.589465799,0,290.1169773,361,6.029137784,6.991897756,0.377352732,0.377352732,8.01134251,6.977851902
364,0,0,216.0799063,0.032,0.005,-0.297000257,-0.297000257,0.030620492,0.005,0,290.0432137,308.6665406,22.42765097,12.57570444,-1.352392748,-1.352392748,14.09769217,12.81916533,0,271.478047,445.3235813,7.599703422,6.732436781,0.046650058,0.046650058,6.198386862,6.725337729,0,293.1061531,496,8.454241276,8.722408411,0.428025865,0.428025865,9.273842971,8.986221329
365,0,271,271,4.252562472,4.362729889,0.203113966,0.203113966,5.044111615,4.421509299,0,257.3397247,277.1591033,3.731866067,4.026759968,0.10130102,0.10130102,3.890308494,4.058558148,1,406,406,1.148728616,1.86630921,0.012184681,0.012184681,2.357511407,2.18454168,0,244.0804208,375.6877074,8.574819829,4.421841489,-0.37137401,-0.37137401,4.411155895,4.444511012
366,0,175.1312021,843.0435904,14.55389201,9.161850509,-0.191017428,-0.191017428,7.674473828,9.180818396,0,363.0574284,365.5051985,3.244630931,5.962964169,1.464734082,1.464734082,6.476327716,5.963898856,0,1081,283.0066607,12.72317328,9.040250093,-0.1257184,-0.1257184,7.100428162,9.040095483,0,496,371.4740126,10.95020119,5.404473266,-0.278805735,-0.278805735,6.247656197,5.404553769
367,0,901,264.2190398,7.579889212,5.732037825,-0.095339975,-0.095339975,4.716940083,5.729419779,0,361,265.7375616,3.338070471,3.418779446,0.046696007,0.046696007,3.630181723,3.425739572,0,406,406,1.880547802,2.632568033,0.085188409,0.085188409,2.919757816,2.833417747,0,468.8659558,298.200301,4.963328891,2.584288585,-0.1635844,-0.1635844,2.919438236,2.585162469
368,0,826.5089029,278.6104841,8.058337206,6.880798816,-0.036238813,-0.036238813,6.416237943,6.875745869,0,377.9426032,342.9199752,3.360061895,4.280408952,0.098982979,0.098982979,4.597217478,4.28146656,0,2003.425115,322.8070971,4.331626809,5.333802566,0.051657353,0.051657353,5.638840424,5.331776344,0,271,410.1640448,5.973095978,4.382811587,-0.004747909,-0.004747909,5.109765882,4.38821778
369,0,1122.858751,157.3740348,14.54189991,10.60699957,-0.130732696,-0.130732696,9.260244955,10.62176317,0,2656,317.575148,14.21798566,10.68320149,-0.113454305,-0.113454305,8.942174052,10.68279098,0,2190.923511,304.7756268,11.42634104,9.350770053,-0.066019327,-0.066019327,8.111990226,9.350063625,0,478.8186714,340.5484411,16.98381314,9.654960768,-0.356098631,-0.356098631,9.307783653,9.651541363
370,0,586,341.3146096,8.043333089,4.721178413,-0.236019175,-0.236019175,3.819875433,4.720954962,0,766,256.4397236,9.78892124,7.470322872,-0.105104731,-0.105104731,6.515494136,7.470664116,0,1293.410466,441.7278818,11.60310818,9.827858315,-0.054624133,-0.054624133,8.854221774,9.821128231,0,586,392.9393954,12.1528459,5.231197526,-0.49996511,-0.49996511,5.423202398,5.231182565
371,0,316,320.8387459,1.981532468,3.532929652,1.536820538,1.536820538,3.961974356,3.532917011,0,1621,328.7690193,9.439549901,6.340840635,-0.105939339,-0.105939339,5.085745622,6.340836942,0,1796.831334,379.1167217,9.258387053,6.332511545,-0.093668826,-0.093668826,4.796066227,6.332408657,0,3777.694304,154.2171953,9.311249405,4.863558249,-0.201531487,-0.201531487,4.887455401,4.863570433
372,0,275.6738908,406,3.143748842,5.568475542,2.421660148,2.421660148,6.286736623,5.568496739,0,383.8627521,496,2.945278589,5.394611794,2.204799375,2.204799375,5.890001835,5.394603071,0,3588.986706,257.7699652,14.1897431,10.28505002,-0.108403328,-0.108403328,8.434121158,10.28501037,0,242.6838605,272.2795118,3.300927036,4.477148449,2.497604654,2.497604654,6.576174211,4.477148777
373,0,316,316,4.086849937,3.087649358,0.030467883,0.030467883,3.587313192,3.098102004,0,837.2652378,248.5265064,7.487211173,5.43433537,-0.114609597,-0.114609597,4.691164429,5.433498807,0,377.8000673,744.2267008,1.360549875,1.468208804,0.033127399,0.033127399,1.262346299,1.551676649,0,275.1778753,406,4.577179803,2.897445025,0.193719213,0.193719213,4.28769105,2.906606592
374,0,1108.451572,410.297339,9.032012798,7.079041371,-0.060363744,-0.060363744,6.400466851,7.079806466,0,631,420.0512508,8.411731648,6.966781569,-0.041229741,-0.041229741,6.226812715,6.965420961,0,4501,249.9585988,6.940037478,5.977959351,-0.027636394,-0.027636394,5.305968733,5.971982019,0,220.0925355,247.551849,6.05416353,4.365986802,-0.01498122,-0.01498122,5.371782278,4.366058633
375,0,406,317.0247412,5.359721773,3.676375172,-0.078759823,-0.078759823,3.220527219,3.676245191,0,1171,299.8231042,5.249146012,3.738228839,-0.064802338,-0.064802338,3.176718649,3.738031381,0,1216,224.832034,4.466417829,3.283223207,-0.052236534,-0.052236534,2.696749101,3.282759471,0,496,279.9200899,6.814441069,3.565372883,-0.198029713,-0.198029713,3.420935343,3.565357062
376,0,316,315.9531579,6.750696804,4.808749754,0.320400904,0.320400904,6.566058341,4.880771165,0,361,361,6.030001856,4.731110304,0.124704851,0.124704851,5.348944252,4.759743844,0,451,386.9729892,3.60858098,3.496232531,0.146055842,0.146055842,3.692086969,3.52778857,0,299.1945611,361,7.348805789,4.171509705,-0.402057534,-0.402057534,4.190534217,4.312615553
377,0,272.1476223,262.4606716,8.45954278,5.784016303,-0.134760189,-0.134760189,5.097119255,5.700927958,0,451,290.5508897,8.390669113,6.083543459,-0.106889779,-0.106889779,5.049064409,6.082643401,0,261.2479433,787.6689087,2.37136317,3.362326205,0.112337897,0.112337897,3.205967037,3.362260873,0,175.1838659,217.091735,13.16987738,5.849489631,-0.529039893,-0.529039893,5.816312404,5.848288984
378,0,631,328.1748293,8.138660618,5.208863439,-0.15998815,-0.15998815,4.356726067,5.208171001,0,2206,247.2847581,10.34362415,6.75568791,-0.170222156,-0.170222156,4.591747517,6.748551526,1,259.1594791,451,6.481914735,9.382605519,0.569438189,0.569438189,8.388907242,8.617824592,0,316.4007823,342.4880652,7.37860832,3.841128807,-0.201178656,-0.201178656,4.678182645,3.842669596
379,0,667.66691,312.8925062,12.55168998,8.28369619,-0.149094635,-0.149094635,7.156437341,8.274380221,0,895.6512197,170.930215,13.23893263,9.000616498,-0.121137721,-0.121137721,7.319787538,9.000723283,0,2341,233.504159,12.39375133,9.464515079,-0.08519624,-0.08519624,7.857061573,9.463455481,0,422.0910933,371.3520532,10.0864691,5.354775281,-0.228939715,-0.228939715,6.149410741,5.354794474
380,0,271,219.4695936,5.088118192,2.976231181,-0.181331125,-0.181331125,2.279724698,2.976376407,0,906.9202643,320.0466587,8.153814644,5.116911212,-0.171714175,-0.171714175,3.286183498,5.111551721,0,896.0508026,295.9590426,5.462656489,4.340482376,-0.064511928,-0.064511928,3.443595461,4.329882612,0,406,259.3396222,8.06289335,4.071130222,-0.339180095,-0.339180095,3.73131369,4.073153054
381,0,254.2775633,281.8421146,9.602470985,8.180359806,-0.034003977,-0.034003977,7.7265263,8.186918498,0,280.3278634,271,5.410880554,4.608216365,0.033358588,0.033358588,4.765294687,4.623481628,0,338.1742631,378.7162893,2.101744457,2.513211973,0.096730839,0.096730839,2.18260377,2.580657179,0,316,315.5561651,9.496037468,6.869302737,0.163201537,0.163201537,8.259469916,6.879488077
382,0,259.2146533,451,2.589529149,2.978251345,0.179237665,0.179237665,3.24281591,3.014088817,0,259.7424652,406,2.190995202,2.909141152,0.179970209,0.179970209,2.898533463,2.908365748,0,342.0990649,676,6.168508984,10.65152105,0.533548804,0.533548804,7.140858267,10.48755674,0,292.0981229,286.5713796,3.228743789,2.779500944,0.219870994,0.219870994,3.71551768,2.828426707
383,0,1081,388.9278711,14.26998167,9.153921369,-0.259009475,-0.259009475,7.606774467,9.153950077,0,766,301.2501249,14.02674133,8.74376547,-0.272858291,-0.272858291,6.361860053,8.743599527,0,721,253.074131,7.702337082,5.630419179,-0.156684274,-0.156684274,4.228203313,5.621250075,0,676,349.3931061,12.6410807,5.487834188,-0.497205281,-0.497205281,6.597445593,5.488896723
384,0,586,269.1864159,11.69058843,8.613523993,-0.1265387,-0.1265387,7.53068379,8.61351557,0,1441,314.4926639,11.33765551,8.546827078,-0.109214272,-0.109214272,7.117033125,8.543332521,0,2341,298.3605905,9.952833161,7.578295933,-0.095921523,-0.095921523,5.971093825,7.574626511,0,636.4269708,302.3047734,11.5839939,6.994398061,-0.263347779,-0.263347779,7.004015977,6.99454403
385,0,766,301.1294429,8.289060862,5.358222089,-0.134115785,-0.134115785,4.434558155,5.358150389,0,298.1225672,273.140055,6.257165372,4.753708288,-0.067081044,-0.067081044,4.162044535,4.753366947,0,4272.509813,262.1304499,7.774105008,6.203322222,-0.050266779,-0.050266779,5.13661498,6.20076495,0,153.826597,384.7609023,8.354079573,4.253484761,-0.238541224,-0.238541224,4.957550583,4.253994385
386,0,236.0040614,308.5273421,7.917108827,5.385739271,-0.119966675,-0.119966675,4.625018578,5.38578491,0,1306,498.327881,7.35812085,5.076950651,-0.110974428,-0.110974428,4.106522653,5.078401134,0,587.7574908,286.5188731,5.899518997,4.188255138,-0.092798173,-0.092798173,3.288686278,4.200605906,0,496,302.2084173,4.726562964,2.186066657,-0.127943058,-0.127943058,3.180841983,2.186890372
387,0,316,316,1.14221843,1.932290949,0.657181269,0.657181269,2.27797174,1.932321674,0,1024.854806,389.9295557,5.157382332,3.445077946,-0.059859863,-0.059859863,2.918072796,3.446227278,0,2432.418735,308.1249363,5.485936203,3.893436623,-0.049769267,-0.049769267,3.14647604,3.893354384,0,361,275.4382267,4.65331338,2.520081524,-0.101430616,-0.101430616,2.745303882,2.520067046
388,0,528.9885894,264.1544369,5.159903329,4.015112056,-0.047526348,-0.047526348,3.773564171,4.014204317,0,1081,275.1689542,4.936249158,4.299122303,-0.021136925,-0.021136925,4.033728071,4.296360424,0,361,361,1.505462679,1.398622844,0.211180176,0.211180176,1.805193877,1.412564364,0,631,336.8948685,6.608543994,4.215366957,-0.109320516,-0.109320516,4.561209418,4.215995847
389,0,637.0248652,313.8974535,5.517600032,3.967790338,-0.05886399,-0.05886399,3.651479274,3.967740335,0,2116,326.5778692,6.051853563,4.615404542,-0.047386114,-0.047386114,4.044349192,4.615310259,0,2836,258.9882842,5.139071608,3.933805649,-0.043165793,-0.043165793,3.260382821,3.933161628,0,586,389.5350353,5.961261399,3.779810887,-0.089564166,-0.089564166,4.1625958,3.779810174
390,0,669.1075651,319.8609548,7.480205796,5.765772206,-0.096464634,-0.096464634,5.01354355,5.766255812,0,760.5190424,270.7341683,6.754447674,5.875914653,-0.037151027,-0.037151027,5.412278445,5.870046697,0,320.1967917,1040.193167,3.285431484,4.528706345,0.102592409,0.102592409,5.25233383,4.998579669,0,181.1097452,252.1310222,10.54900081,5.27248835,-0.441778334,-0.441778334,4.785418156,5.275297233
391,0,451,373.8168728,3.703796408,6.807968692,1.6247398,1.6247398,7.402303685,6.807906098,0,657.7330803,234.1587246,3.225217533,6.02464936,1.391790946,1.391790946,6.446893662,6.024597909,0,676,274.2659544,10.35611967,8.173820725,-0.058605638,-0.058605638,7.081722849,8.173216074,0,721,247.5608391,12.31395782,7.732659196,-0.168238484,-0.168238484,8.40373289,7.732667604
392,0,541,227.5397831,9.779240259,7.740252847,-0.108881035,-0.108881035,6.887200417,7.739742391,0,406,406,4.105834828,4.045490475,0.116453724,0.116453724,3.958925232,4.030177281,0,233.4985392,534.0285654,1.356798461,2.200191852,0.114112785,0.114112785,1.45868512,2.074818585,0,324.0204419,451,12.28432548,5.969711268,-0.831199319,-0.831199319,5.201465377,5.972586018
393,2,310.8503088,284.5368269,3.578473073,4.333811886,0.430256894,0.430256894,4.778748487,5.192810449,0,232.7468025,264.1703458,7.298509039,5.745133153,0.000174147,0.000174147,4.97726853,5.74511243,0,1891,430.711808,6.915975278,5.584908377,-0.033111207,-0.033111207,4.734983358,5.584707645,0,3594.326894,18.26069642,7.868752404,4.730104561,-0.044994624,-0.044994624,4.857005984,4.730134871
394,0,202.7711444,271,1.36621203,2.471222841,0.934793018,0.934793018,2.73194318,2.471224972,0,62.96988387,180.8211717,5.086639682,3.707519056,-0.026920059,-0.026920059,3.156677094,3.718114593,0,1792.085909,264.1023625,5.495530232,4.239469251,-0.0329736,-0.0329736,3.530482996,4.239445899,0,1374.902014,116.5920564,5.447931963,2.984552185,-0.115686428,-0.115686428,3.082463694,2.984688253
395,0,405.1170725,377.6491738,7.174695085,5.298868669,-0.088917425,-0.088917425,4.82402981,5.30943095,0,965.2415273,249.1218702,5.110045599,4.075119302,-0.04738436,-0.04738436,3.696199843,4.074440863,0,240.7963451,764.2715872,1.857535394,2.588804648,0.080142625,0.080142625,2.872768477,2.65301141,0,316,316,6.891211994,4.239933677,-0.048183654,-0.048183654,5.170732194,4.248990065
396,0,456.9419378,270.099605,6.022141965,4.558906181,-0.075997306,-0.075997306,4.108693381,4.556046103,0,1846,374.0471572,8.508613879,6.887781197,-0.065625823,-0.065625823,5.898128461,6.884661296,,,,,,,,,,0,316,316,4.618978956,4.485905475,0.271479595,0.271479595,5.879388536,4.485222847
397,0,887.8014995,481.1828559,9.526038873,7.655886554,-0.06595071,-0.06595071,6.920403272,7.655555364,0,2746,355.3350511,7.997052247,6.619907101,-0.051231871,-0.051231871,5.641915262,6.614541011,0,375.9473514,351.9324227,5.036789499,4.567642387,0.002183837,0.002183837,4.229139172,4.690402805,0,235.217914,448.2056533,8.949720407,5.834587597,-0.172069697,-0.172069697,5.896262073,5.845146655
398,0,672.6714553,282.4911848,3.794848446,2.984352022,-0.040792985,-0.040792985,2.743241168,2.982803201,0,228.1504457,341.5880322,2.933222158,2.32714882,-0.030223449,-0.030223449,2.143486495,2.328054517,0,272.7502863,427.4520066,0.904588327,1.212087105,0.049370091,0.049370091,1.12065682,1.225789317,0,472.9084919,336.1367261,4.378439744,3.049135865,-0.059991076,-0.059991076,3.10942204,3.04929069
399,0,586,309.8996063,2.075243055,3.53308029,1.356874444,1.356874444,4.141654553,3.533274407,0,856,84.57903525,8.582452839,5.534610327,-0.116033681,-0.116033681,4.55733937,5.534702722,0,2138.579443,297.4640122,11.78813336,7.976262575,-0.115302402,-0.115302402,5.965873801,7.975802468,0,406,240.7731246,9.979391576,5.296728177,-0.241836443,-0.241836443,5.429067569,5.296726918
400,0,326.0898426,451,2.692200769,1.89029171,0.057996118,0.057996118,2.367822716,1.92474294,0,406,406,1.537099984,1.502675433,-0.363887838,-0.363887838,1.093422453,1.760191602,0,361,361,2.346678946,2.227420972,-0.462783227,-0.462783227,1.419826009,2.393460875,0,271,271,4.19612503,2.707028795,-0.121800927,-0.121800927,2.602072942,2.777898113
401,0,1162.438944,338.9602245,10.71497999,8.498007334,-0.063836472,-0.063836472,7.888121388,8.497691431,0,991,273.7726325,9.832856024,8.385706882,-0.03514486,-0.03514486,7.906495796,8.385617312,0,3466,248.830759,8.072583304,6.988143128,-0.025825539,-0.025825539,6.464756574,6.987820378,0,282.7914993,234.6063035,11.44844215,7.18684204,-0.208401361,-0.208401361,7.151522307,7.18697495
402,0,361,308.5116247,1.280632493,2.331964543,0.848839349,0.848839349,2.560847706,2.331946835,1,233.7227513,230.0012484,1.333446815,2.504236754,0.651558633,0.651558633,2.827748761,2.879442218,0,586,265.4685011,5.034187676,4.016706741,0.003827158,0.003827158,3.362948184,4.016032457,0,110.4522843,271,1.487558487,2.151386015,0.884993797,0.884993797,2.957973735,2.151391397
403,0,284.270056,476.5480101,4.911378059,3.011222625,-0.115267034,-0.115267034,2.769573363,3.014441003,0,856,363.9011988,6.218675619,3.99824465,-0.111823756,-0.111823756,3.142822937,3.997422907,0,944.6882462,292.8305047,3.628895286,2.854890309,-0.047392376,-0.047392376,2.438189816,2.852433426,0,316,316,4.130871487,1.885651766,-0.025188968,-0.025188968,2.940266662,1.888705256
404,0,451,263.5652345,6.381556075,5.479429645,-0.002151581,-0.002151581,5.219395828,5.490501533,0,991,366.8607857,7.546837124,6.716600848,-0.022142386,-0.022142386,6.137523486,6.717835967,0,589.9668951,302.830279,5.128846368,4.764355493,0.014914628,0.014914628,4.360252412,4.775883928,0,541,331.7203445,11.33330671,5.967103818,-0.567259299,-0.567259299,5.159938025,5.975692804
