tree.number.20,median.shifts.20,ESS.shifts.20,ESS.logLik.20,root.lambda.mean.20,root.mu.mean.20,root.lambda.decay.20,root.mu.decay.20,tip.lambda.mean.20,tip.mu.mean.20,median.shifts.50,ESS.shifts.50,ESS.logLik.50,root.lambda.mean.50,root.mu.mean.50,root.lambda.decay.50,root.mu.decay.50,tip.lambda.mean.50,tip.mu.mean.50,median.shifts.80,ESS.shifts.80,ESS.logLik.80,root.lambda.mean.80,root.mu.mean.80,root.lambda.decay.80,root.mu.decay.80,tip.lambda.mean.80,tip.mu.mean.80,median.shifts.s20,ESS.shifts.s20,ESS.logLik.s20,root.lambda.mean.s20,root.mu.mean.s20,root.lambda.decay.s20,root.mu.decay.s20,tip.lambda.mean.s20,tip.mu.mean.s20
421,0,271,271,7.2984831,0.985786384,-0.70270521,-0.70270521,0.480547244,0.985798081,0,271,271,5.497212694,0.823685273,-0.718082354,-0.718082354,0.245177763,0.824552194,0,451,289.1768488,6.608050266,1.210058093,-0.660296151,-0.660296151,0.170835663,1.21102219,0,319.1432206,272.8315486,6.18862031,0.403866185,-0.67638467,-0.67638467,1.515783453,0.421078208
422,0,451,307.1195223,7.149823016,0.933732122,-0.718550836,-0.718550836,0.470188317,0.934176356,0,361,361,6.078398199,0.749613399,-0.748124166,-0.748124166,0.203127066,0.75006579,0,271,311.3070034,6.113848856,0.733995528,-0.792979221,-0.792979221,0.067123218,0.734173644,0,451,296.01392,6.776049468,0.983354495,-0.636533133,-0.636533133,1.903649587,0.984188353
423,0,319.2379426,297.7430929,1.782195587,0.457652479,-0.18328438,-0.18328438,0.765218963,0.507468664,0,496,496,3.291771218,1.329494489,-0.293126142,-0.293126142,0.771477785,1.331746311,0,316,316,0.825311924,0.362724428,-0.149087397,-0.149087397,0.303539172,0.373735474,0,406,327.8780492,4.080304266,1.987616838,-0.097378096,-0.097378096,2.457462986,1.991985627
424,0,451,311.058742,1.988998446,0.231336615,-0.260770188,-0.260770188,0.023422714,0.231485566,0,1171,346.3055353,1.504529853,0.219852722,-0.162881698,-0.162881698,0.014088062,0.21988968,0,1396,260.1909804,1.152645126,0.273866053,-0.071732482,-0.071732482,0.029164396,0.273793106,0,361,361,1.986766596,0.20505444,-0.368209493,-0.368209493,0.286616462,0.207852617
425,0,316,316,3.42326443,0.52910672,-0.571526348,-0.571526348,0.385785369,0.532414398,0,263.199506,283.5120314,3.277505585,0.61960241,-0.540234661,-0.540234661,0.276230867,0.621542667,0,316,316,2.273908411,0.665082645,-0.36304527,-0.36304527,0.283966353,0.677202469,0,286.8202671,391.9685045,3.538328783,0.692214796,-0.301919086,-0.301919086,1.792264395,0.70109058
426,0,361,279.3809559,4.095918947,0.814150296,-0.37759808,-0.37759808,0.597801119,0.814781432,0,316,316,3.122619747,0.348064839,-0.449175541,-0.449175541,0.196479355,0.349335049,0,271,226.5128736,3.099441406,0.448758593,-0.46334762,-0.46334762,0.098352985,0.448901056,0,311.5129725,316,3.599590456,0.458545319,-0.337864054,-0.337864054,1.301261943,0.461789612
427,0,361,284.8112948,6.862102382,0.823933637,-0.977896346,-0.977896346,0.317582953,0.824818812,0,361,361,7.892670222,1.475239915,-0.829247429,-0.829247429,0.332632631,1.476796689,0,406,406,5.717977946,1.511553715,-0.611735635,-0.611735635,0.322906022,1.51941849,0,271,271,6.556226605,0.577655276,-0.887282827,-0.887282827,1.549766192,0.59565668
428,0,361,361,3.429310609,0.319306964,-0.62740841,-0.62740841,0.333903964,0.321053571,0,218.6933433,271,4.531636716,0.924328321,-0.578638251,-0.578638251,0.321977511,0.925304072,0,262.8262712,361,4.447309695,1.0674109,-0.507373169,-0.507373169,0.24677226,1.069171351,0,406,293.2578694,5.415177611,1.262992545,-0.581618783,-0.581618783,1.724491949,1.265767097
429,0,316,316,0.194391927,0.000932159,2.112291234,2.112291234,0.388930633,0.001110708,0,260.6664254,306.8027768,7.821281724,0.468767833,-0.845462104,-0.845462104,0.033534836,0.468795656,0,1396,334.5643708,7.357578123,0.578694282,-0.723798398,-0.723798398,0.012684235,0.578734198,0,406,406,0.683849335,0.005971007,2.719413473,2.719413473,1.367191321,0.006559073
430,0,271,271,4.372511697,0.66940073,-0.663557103,-0.663557103,0.568659713,0.670478943,0,271,271,4.313230775,0.629977125,-0.744550937,-0.744550937,0.266872869,0.631628806,0,316,316,4.679769684,0.935206443,-0.701730358,-0.701730358,0.187171341,0.94257891,0,260.2054546,316,6.877524304,1.771601666,-0.678525964,-0.678525964,2.459652761,1.78581654
431,0,343.1361706,406,2.573873148,0.215860441,-0.675617783,-0.675617783,0.104250294,0.2203702,0,281.2073889,360.6836408,2.237808749,0.236272935,-0.572245037,-0.572245037,0.060384056,0.23893008,0,361,361,3.154196083,0.67086012,-0.400094967,-0.400094967,0.082372318,0.673068548,0,271,271,4.619462878,0.733094821,-0.933174564,-0.933174564,0.825074795,0.75035224
432,0,316,194.2277625,4.040457025,0.321687179,-0.747476525,-0.747476525,0.323241835,0.327194951,0,361,361,4.36639072,0.561979337,-0.733251069,-0.733251069,0.207459677,0.562946651,0,271,271,3.812375978,0.574989447,-0.705303742,-0.705303742,0.089120231,0.576612383,0,271,271,5.541664945,1.056346294,-0.640771948,-0.640771948,1.81751521,1.065698576
433,0,348.2301972,299.4680895,1.807457261,0.703044462,-0.126630238,-0.126630238,0.719700605,0.72443561,0,361,361,1.000231055,0.320624665,-0.144159989,-0.144159989,0.312353161,0.326405529,0,245.3569786,451,0.695952866,0.496730093,-0.035343417,-0.035343417,0.441948468,0.529518073,0,271,271,1.863182768,1.046487217,0.057977622,0.057977622,1.718041441,1.067961527
434,0,749.1688112,71.75444904,7.478220456,2.8870481,-0.635641155,-0.635641155,0.366629647,0.714141674,0,361,305.7790897,8.879906759,0.829341917,-0.945884751,-0.945884751,0.162671505,0.829503017,0,496,279.7789552,9.279509839,1.072781244,-0.857709133,-0.857709133,0.089999274,1.072922122,0,271,271,9.240535498,1.181979417,-0.894497893,-0.894497893,1.836875605,1.183219546
435,0,496,215.775002,6.716686371,1.248418397,-0.866705016,-0.866705016,0.743263543,1.250409838,0,316,332.8040608,6.654918006,1.293338576,-0.884283082,-0.884283082,0.431159625,1.294518169,0,290.2468024,361,5.280385346,1.211751407,-0.729107,-0.729107,0.31997601,1.212919975,0,291.5182585,280.0098887,10.07463823,3.034850007,-0.868124964,-0.868124964,3.300993732,3.03650701
436,0,271,271,7.390271292,1.435093336,-0.792232782,-0.792232782,0.690344676,1.435205246,0,250.148635,361,6.211231662,1.085875177,-0.796791776,-0.796791776,0.334508274,1.087222564,0,271,271,5.148021993,0.978055142,-0.753968845,-0.753968845,0.169742854,0.980951757,0,271,324.3975048,7.167657159,1.026071203,-0.826482345,-0.826482345,2.112145409,1.03953245
437,0,271,271,3.409921107,0.246161548,-0.644548926,-0.644548926,0.081853566,0.249054571,0,271,271,3.145645166,0.218352804,-0.635559967,-0.635559967,0.020205752,0.218897652,0,271,271,2.715466432,0.566438051,-0.318315443,-0.318315443,0.070393121,0.566572262,0,271,271,4.740736015,0.407926693,-0.852985491,-0.852985491,0.664241436,0.426475769
438,0,361,278.295158,3.864842161,0.909928518,-0.354731463,-0.354731463,0.656978857,0.911168139,0,316,316,3.919233449,0.892486158,-0.377996339,-0.377996339,0.416212214,0.894291966,0,271,271,3.185722465,0.841454336,-0.344083542,-0.344083542,0.276045623,0.841616461,0,271,271,3.799215288,0.814172569,-0.309953701,-0.309953701,1.529387523,0.820878263
439,0,451,366.2422284,6.435408922,1.928769838,-0.585521131,-0.585521131,1.135587228,1.930048941,0,361,260.807048,7.531834127,2.730330859,-0.502506019,-0.502506019,1.266320845,2.731868699,0,361,361,3.150610222,0.949791316,-0.450651684,-0.450651684,0.408605676,0.953007936,0,271,271,6.067730664,1.886536015,-0.461205852,-0.461205852,2.678435209,1.896317711
440,0,451,302.8452305,5.51864867,0.752095593,-0.98443671,-0.98443671,0.62681171,0.756415634,0,451,387.6553918,5.673650969,1.287441915,-0.918934404,-0.918934404,0.49295276,1.300264856,0,279.316088,305.0086833,2.694154183,0.909940563,-0.606373302,-0.606373302,0.367223724,0.954874338,0,341.3925774,406,8.297437808,1.826051544,-0.761850777,-0.761850777,3.424614653,1.862184651
441,0,248.8769393,406,9.388144901,1.117720517,-0.950073722,-0.950073722,0.516334408,1.118373827,0,361,361,9.591560249,1.247363033,-0.913129706,-0.913129706,0.312780912,1.24738423,0,361,322.5972117,8.953774903,1.107602756,-0.916427127,-0.916427127,0.117800824,1.10772457,0,300.7947859,361,7.992336537,0.592276989,-0.897972734,-0.897972734,1.822075074,0.593393415
442,0,451,329.6308686,2.281144479,0.862360635,-0.18329126,-0.18329126,0.686169439,0.865028588,0,271,271,1.742356959,0.533170589,-0.194884355,-0.194884355,0.373591164,0.534339792,0,361,361,1.533959737,0.599262391,-0.150234223,-0.150234223,0.326172538,0.598696409,0,406,297.1275185,3.093143227,1.340171357,-0.123147292,-0.123147292,1.751414497,1.327253919
443,0,316,316,3.671087437,0.487626159,-0.690069158,-0.690069158,0.232573214,0.48843752,0,361,251.8268114,3.973690111,0.85319647,-0.547053485,-0.547053485,0.241420413,0.853741699,0,300.7481177,302.2154417,3.61975508,0.715642585,-0.547910341,-0.547910341,0.099764607,0.717834238,0,286.9041358,272.7848119,5.647536205,0.613543893,-0.906675562,-0.906675562,0.94717044,0.621919091
444,0,271,271,6.529144502,0.145704407,-0.977266255,-0.977266255,0.033603343,0.145749519,0,277.6685418,417.422198,6.573076109,0.163693146,-0.991955764,-0.991955764,0.004219683,0.163977512,0,2251,292.1741295,6.086055891,0.558069733,-0.570838435,-0.570838435,0.010983277,0.558268542,0,1056.67789,562.3461087,5.989678759,0.201894449,-0.55132147,-0.55132147,0.856937557,0.203331627
445,0,458.1440995,586,4.510086126,0.42721822,-0.790958996,-0.790958996,0.54263624,0.430135433,0,406,406,3.949893554,0.708421465,-0.673532451,-0.673532451,0.466681618,0.720060682,0,271,271,2.080562048,0.578731826,-0.569146609,-0.569146609,0.259711805,0.588419933,0,316,316,4.548002595,0.9089282,-0.122431486,-0.122431486,3.069112838,0.934957105
446,0,0,3473.689626,0.032,0.005,-0.013811293,-0.013811293,0.031598828,0.005,0,0,133.9240276,0.032,0.005,5.395383594,5.395383594,0.049672418,0.005,0,0,33.15232554,0.032,0.005,1.75329048,1.75329048,0.034988755,0.005,0,721,206.177432,5.867962648,2.860960463,-1.725258044,-1.725258044,2.065155048,3.054288369
447,0,339.7478169,361,0.207131047,0.001920952,1.87623615,1.87623615,0.414607486,0.00227888,0,1368.818856,300.2104636,7.178632369,0.45421222,-0.918006257,-0.918006257,0.030910917,0.456038071,0,751.6254017,382.5328692,7.17345278,0.625799207,-0.770701137,-0.770701137,0.011663948,0.625908463,0,271,271,0.754582229,0.013936086,2.494308376,2.494308376,1.50477876,0.014897407
448,0,451,303.7318989,2.350589315,0.735714892,-0.175624692,-0.175624692,0.660531589,0.736424732,0,264.8600586,314.0671901,2.264954186,0.599338175,-0.21254254,-0.21254254,0.365043216,0.600298925,0,271,271,1.304984911,0.291329452,-0.20195129,-0.20195129,0.156490767,0.294178004,0,316,480.3688942,2.194375544,0.707111449,-0.074258743,-0.074258743,1.372271061,0.712345463
449,0,436.256407,431.7905891,6.515988226,0.797159963,-0.768093982,-0.768093982,0.423598776,0.798088965,0,361,361,7.057271524,1.073787524,-0.716201158,-0.716201158,0.313958433,1.07391155,0,336.0930117,340.8695177,7.717722461,1.495971126,-0.619454459,-0.619454459,0.273468361,1.496018672,0,361,361,6.03676831,0.732683698,-0.653775385,-0.653775385,1.641482862,0.735746492
450,0,361,299.8152666,3.38294036,0.255970794,-0.538641468,-0.538641468,0.065672747,0.256209398,0,271,271,3.451310886,0.317565321,-0.494662845,-0.494662845,0.027604924,0.31815514,0,496,387.4774852,3.466421694,0.641813613,-0.296865117,-0.296865117,0.057243913,0.641933862,0,316,243.3250393,3.68466788,0.410168483,-0.539033139,-0.539033139,0.649977427,0.4127332
451,0,271,332.0257609,1.751540413,1.210557887,0.00091496,0.00091496,1.282769498,1.216133914,0,260.0554752,276.3293262,0.910704795,0.747624815,-0.076362645,-0.076362645,0.552515344,0.78190862,0,0,4501,0.032,0.005,-0.023039366,-0.023039366,0.030306242,0.005,0,316,253.928296,2.595024123,0.745013678,-0.081734401,-0.081734401,1.728379992,0.780426286
452,0,710.0004805,494.8890645,5.683463764,1.53091652,-0.387923201,-0.387923201,0.615184783,1.098149689,0,16.18912359,45.14196376,5.472542698,1.109003141,-0.414241886,-0.414241886,0.445927147,1.322813054,0,496,331.0001627,7.492778629,1.365117633,-0.57783504,-0.57783504,0.283660715,1.365361702,0,676,352.8685234,6.634140399,1.047898453,-0.543590547,-0.543590547,1.985727728,1.048138316
453,0,176.3523193,271,3.485362288,0.243644731,-0.595966661,-0.595966661,0.058329952,0.244971078,0,271,271,3.401773517,0.424518587,-0.456143085,-0.456143085,0.048615085,0.425391983,0,361,295.1340752,1.888936593,0.410255156,-0.246420559,-0.246420559,0.061283474,0.411172752,0,271,669.6988998,3.42813428,0.328085229,-0.517375815,-0.517375815,0.719889842,0.33325885
454,0,361,285.2713963,4.186350609,1.001450593,-0.282091416,-0.282091416,0.628178367,1.001452374,0,541,363.5494714,4.143572994,1.108886998,-0.255002416,-0.255002416,0.551006501,1.10888895,0,676,296.2081606,3.785091553,0.979924538,-0.253106297,-0.253106297,0.34308995,0.979903844,0,318.0513762,261.7922993,3.990369113,1.052220401,-0.247251961,-0.247251961,1.514250626,1.052291317
455,0,361,361,3.147532197,0.637973868,-0.463491121,-0.463491121,0.723840177,0.645115666,0,361,350.9599597,2.70497756,0.450721258,-0.545303848,-0.545303848,0.33898853,0.457024872,0,271,330.5108093,2.102766509,0.542162208,-0.42525905,-0.42525905,0.303684477,0.553991117,0,286.699779,281.7605931,7.882198818,3.86322195,-0.355645073,-0.355645073,3.935330886,3.875732767
456,0,271,271,2.886716679,0.481647041,-0.801982059,-0.801982059,0.355685737,0.496040774,0,316,274.6435299,2.471209864,0.899590713,-0.520102921,-0.520102921,0.458386458,0.93295352,,,,,,,,,,0,289.2999683,451,4.514891631,1.713396198,-0.245635731,-0.245635731,2.707715027,1.723465572
457,0,361,361,5.952373684,1.241079959,-0.708023881,-0.708023881,1.04311388,1.244290583,0,271,271,5.597130332,1.260589808,-0.685162627,-0.685162627,0.791898811,1.261917269,0,404.1605572,310.3634791,4.926013118,1.066239033,-0.707593291,-0.707593291,0.408918034,1.069068329,0,255.8127292,316,8.170873608,2.27747293,-0.622317846,-0.622317846,3.611158795,2.291904989
458,0,406,406,2.792750892,0.918273104,-0.239841297,-0.239841297,0.604288743,0.918803233,0,380.3984544,266.3846296,3.401701853,1.337883456,-0.215046988,-0.215046988,0.673955733,1.3394449,0,316,316,1.357609801,0.483827729,-0.160981202,-0.160981202,0.289076613,0.491314695,0,316,316,2.542977389,0.711173089,-0.243147324,-0.243147324,1.044664842,0.713667184
459,0,451,302.441379,8.47739282,1.042979439,-0.711570286,-0.711570286,0.601364916,1.043140776,0,316,316,9.856022089,1.333730532,-0.815702532,-0.815702532,0.401181034,1.333774565,0,496,297.2863169,9.626600665,1.621991996,-0.719889851,-0.719889851,0.303628703,1.622074737,0,406,320.6142607,7.345701773,0.655140914,-0.686855567,-0.686855567,1.959951173,0.657136471
460,0,361,244.4980699,6.449955152,1.475734053,-0.476090593,-0.476090593,0.916942077,1.475764191,0,361,319.7604322,6.857780028,1.700861967,-0.462508122,-0.462508122,0.751017109,1.700947473,0,361,248.267097,6.228165429,1.426145144,-0.48931005,-0.48931005,0.360825971,1.426395443,0,271,350.0572841,5.07330369,1.047510639,-0.380156638,-0.380156638,2.038910284,1.0483232
461,0,451,303.6718199,3.999412816,1.529865073,-0.250643554,-0.250643554,1.446152905,1.530431458,0,291.5182585,298.1413874,3.766914709,1.317926748,-0.291614899,-0.291614899,0.947336244,1.318528709,0,210.2051255,279.6573425,3.973406466,1.427865111,-0.310158764,-0.310158764,0.707992799,1.42846267,0,361,294.2046444,3.086714432,1.010214799,-0.043358373,-0.043358373,2.330263406,1.015715369
462,0,361,294.7526122,5.411154515,1.584904211,-0.475219811,-0.475219811,1.30945931,1.585451677,0,316,316,4.722307658,1.27031982,-0.50459543,-0.50459543,0.785896575,1.272089087,0,273.4711836,367.9099062,6.036605157,1.645011456,-0.612975203,-0.612975203,0.546664338,1.70937825,0,316,588.0265667,5.560013513,1.214542239,-0.471407097,-0.471407097,2.628348551,1.2218614
463,0,306.0182042,451,5.222399047,1.114940487,-0.838746976,-0.838746976,0.485256198,1.123735262,0,316,253.1347521,5.393776354,1.618217968,-0.675373626,-0.675373626,0.504257031,1.626442737,0,303.4865715,377.3131304,1.90927951,0.637645248,-0.371937808,-0.371937808,0.335467662,0.651755438,0,323.0879517,361,6.646357258,2.019631806,-0.630111154,-0.630111154,2.801694732,2.044967373
464,0,811,263.789619,5.936255903,0.841522921,-0.301172988,-0.301172988,0.586235923,0.841711565,0,406,317.9402516,7.634366897,1.219025182,-0.613393209,-0.613393209,0.409366429,1.219014792,0,406,389.1295309,6.351240911,0.965450929,-0.607626956,-0.607626956,0.171857977,0.96575182,0,316,316,5.314177152,0.422303296,-0.54483207,-0.54483207,1.572498957,0.423387166
465,0,271,271,1.40089552,0.193656488,-0.397989889,-0.397989889,0.102045319,0.196408407,0,406,324.1368044,0.949915273,0.156664338,-0.320432509,-0.320432509,0.053977674,0.159169388,0,203.6660914,141.1862898,0.841656272,0.194730837,-0.223925053,-0.223925053,0.043656974,0.197941181,0,262.115816,271,2.342013889,0.755559127,-0.207717417,-0.207717417,1.12937105,0.78656086
466,0,267.0728211,586,4.369443396,0.088716573,-0.859287191,-0.859287191,0.0042504,0.089295534,0,1666,329.7806351,4.531691609,0.342252582,-0.525112233,-0.525112233,0.003882186,0.342344852,0,3848.017678,155.0370787,3.58932397,0.597037786,-0.209594755,-0.209594755,0.022666532,0.597046699,0,406,367.7076239,5.596319803,0.231789675,-0.963441805,-0.963441805,0.460365302,0.234605016
467,0,361,361,5.278891191,0.399817248,-0.658407911,-0.658407911,0.074538077,0.400069977,0,316,312.9724706,4.786815316,0.28369821,-0.662044411,-0.662044411,0.013393272,0.283852662,0,1621,291.5316876,4.799431086,0.672659059,-0.377417756,-0.377417756,0.035088467,0.672721776,0,234.113757,361,5.650703047,0.241262139,-0.815713734,-0.815713734,0.53159893,0.242801759
468,0,361,361,1.374983587,0.530161851,-0.064150454,-0.064150454,0.687411404,0.531305489,0,267.4236134,316,1.697548487,0.794905835,-0.093241253,-0.093241253,0.672728331,0.796955671,0,261.0180011,353.5882531,0.502071275,0.272069137,-0.077215847,-0.077215847,0.376760077,0.344319026,0,271,271,1.435758731,0.786124847,0.133401531,0.133401531,1.687594364,0.785976133
469,0,496,251.1951659,8.463154435,2.163823206,-0.625899369,-0.625899369,1.305097041,2.164037431,0,541,257.4263136,7.18001536,1.684426288,-0.614689828,-0.614689828,0.793395277,1.684628596,0,451,347.2490382,7.827765455,1.884929047,-0.620335701,-0.620335701,0.524983082,1.885397468,0,209.2159625,220.9430536,6.898689163,1.333564484,-0.615421288,-0.615421288,2.392347479,1.335413854
470,0,328.9488384,367.7122229,6.093451619,1.334540282,-0.490029461,-0.490029461,1.056074835,1.334688482,0,271,271,6.627133321,1.550714055,-0.498746273,-0.498746273,0.792159443,1.550713398,0,271,271,7.259071882,1.968943948,-0.452454232,-0.452454232,0.712094957,1.969208087,0,586,226.3581332,5.24772587,1.064891357,-0.350443961,-0.350443961,2.444410448,1.068237546
471,0,489.1753258,430.6482434,5.430462244,0.319618687,-0.780397895,-0.780397895,0.05885241,0.323075646,0,243.3620528,560.3722082,4.943363033,0.429351336,-0.622471102,-0.622471102,0.031074699,0.430847207,0,856,273.3807086,4.248991881,0.802887379,-0.332924586,-0.332924586,0.076004118,0.803180516,0,316,316,5.786005696,0.26261402,-0.823933858,-0.823933858,0.749737088,0.269405301
472,0,316,253.4658057,7.502410032,1.313912693,-0.841073218,-0.841073218,0.541724781,1.314321555,0,271,271,6.619378819,1.016528613,-0.832830247,-0.832830247,0.259599036,1.019626609,0,117.9981679,271,7.886952546,1.470726458,-0.750122192,-0.750122192,0.202753458,1.470905914,0,316,316,7.954409873,0.859834481,-1.078966402,-1.078966402,1.506735316,0.867712593
473,0,361,249.2494608,4.771327036,0.343811052,-0.861851152,-0.861851152,0.153706316,0.345330547,0,316,316,5.191561994,0.48410247,-0.858815905,-0.858815905,0.062172936,0.485136574,0,286.3952826,330.7851609,5.644527044,1.075922973,-0.523676148,-0.523676148,0.125972662,1.076080022,0,262.3915411,316,5.38795057,0.548959688,-0.790290661,-0.790290661,1.360728751,0.564356901
474,0,271,271,6.206480775,0.717149567,-0.809001808,-0.809001808,0.34338155,0.717768036,0,298.0319733,357.4876206,5.740773961,0.555238919,-0.872104698,-0.872104698,0.11921747,0.555701873,0,361,236.2543789,6.927287479,1.340163418,-0.62263131,-0.62263131,0.20267441,1.340858154,0,316,184.0442756,6.835441867,1.208106822,-0.7327857,-0.7327857,1.818219836,1.211023297
475,0,316,316,4.84179981,0.937662215,-0.613498025,-0.613498025,0.963744353,0.939562686,0,302.2518157,406,3.488461778,0.555115447,-0.624176162,-0.624176162,0.472423436,0.561376434,0,271,271,3.591747996,0.89373477,-0.590767258,-0.590767258,0.363726885,0.898482505,0,260.5998834,316,7.207938797,1.707339382,-0.640879885,-0.640879885,2.97313627,1.715775182
476,0,1396,257.1012887,5.233235607,0.397497457,-0.544950711,-0.544950711,0.252608604,0.397623028,0,547.1366101,197.4447238,6.37605146,0.678005492,-0.710031602,-0.710031602,0.131094856,0.678816016,0,279.5128268,122.9176909,6.40529662,0.67315649,-0.704308978,-0.704308978,0.047390479,0.673270551,0,181.2865899,477.6961424,6.548857586,0.587973652,-0.745344131,-0.745344131,1.269666966,0.58944304
477,0,451,282.4103989,9.590535676,1.520966228,-0.809801687,-0.809801687,0.809094,1.52102252,0,361,361,8.265156233,1.17815328,-0.813036366,-0.813036366,0.427456387,1.178611723,0,316,265.2189786,8.993040285,1.734259816,-0.70391913,-0.70391913,0.382146079,1.734365095,0,271,271,9.100271697,0.56559834,-0.974598978,-0.974598978,1.878209358,0.570151548
478,0,335.9086352,320.9791463,2.967207403,0.550882975,-0.568703309,-0.568703309,0.624598005,0.596484958,0,329.8343447,271,2.163073539,0.348112754,-0.649391554,-0.649391554,0.200368311,0.363300303,0,263.4781405,451,1.016062329,0.361206002,-0.334189948,-0.334189948,0.218493516,0.372481956,0,311.8591633,340.9277479,5.399248325,1.542192556,-0.633251388,-0.633251388,2.070006419,1.567957459
479,0,271,271,4.998122483,0.988293289,-0.332025642,-0.332025642,0.603107499,0.988354474,0,541,286.446917,5.121452994,0.998391985,-0.340751129,-0.340751129,0.414125786,0.998396609,0,638.6230083,178.7441708,4.969335353,0.868709661,-0.360141804,-0.360141804,0.193796732,0.868476659,0,428.7084774,263.8681705,2.704744927,0.508858563,0.484549966,0.484549966,1.382807848,0.509289758
480,0,361,361,0.922804014,0.047568385,-0.169470875,-0.169470875,0.004302397,0.047758143,0,1132.805722,272.314083,1.04318908,0.12179138,-0.102150269,-0.102150269,0.004965282,0.121926948,0,3826.188467,199.7139909,0.728104046,0.148499301,-0.044726607,-0.044726607,0.012180454,0.148507458,0,271,271,1.245968454,0.071390724,-0.217900598,-0.217900598,0.124272619,0.072680168
481,0,1846,222.4638783,6.449916732,0.308131409,-0.863490209,-0.863490209,0.077774466,0.308257246,0,316,316,6.323078323,0.264614227,-0.906291899,-0.906291899,0.014345208,0.264705349,0,445.5583958,269.5058399,6.059911583,0.559298124,-0.633875321,-0.633875321,0.013376164,0.559396838,0,856,387.491427,7.482506569,0.611959252,-0.888818658,-0.888818658,1.03191343,0.61308445
482,0,316,260.4864119,3.053542943,1.382619044,-0.130595015,-0.130595015,1.034126327,1.38380282,0,811,510.7817305,3.240931356,1.511417295,-0.124569986,-0.124569986,0.961959989,1.511479972,0,686.9773743,301.737758,2.503616958,1.358316223,-0.095643723,-0.095643723,0.845685182,1.361557964,0,399.0924717,387.0369859,2.30665614,0.98771445,-0.031348955,-0.031348955,1.608273595,1.007456246
483,0,496,259.5338786,5.292091794,1.830599206,-0.232888159,-0.232888159,1.501472759,1.831233136,0,586,297.8528278,5.160531451,1.756026014,-0.240567473,-0.240567473,1.174745129,1.756639353,0,451,284.9271408,5.481168647,2.085166364,-0.220694175,-0.220694175,1.148927411,2.085279741,0,323.5989758,406,1.95552134,0.598869093,0.184999387,0.184999387,2.249899596,0.603894
484,0,361,291.507234,3.795761673,1.580090673,-0.323994099,-0.323994099,1.109214054,1.585825393,0,316,226.1929165,1.926777054,0.682373072,-0.256908325,-0.256908325,0.578284244,0.693189707,0,319.916087,406,1.351122966,0.635093195,-0.219294799,-0.219294799,0.407791038,0.651473843,0,316,316,4.21469375,1.148493313,-0.461507171,-0.461507171,1.586391194,1.166415716
485,0,316,316,5.310815032,0.325982556,-0.882169089,-0.882169089,0.057834827,0.326108461,0,361,361,5.168154127,0.309105653,-0.870791967,-0.870791967,0.01130381,0.30923056,0,1306,300.2810852,5.192614977,0.733577399,-0.479468093,-0.479468093,0.033764559,0.733723577,0,361,283.4595327,6.228469141,0.562833171,-0.943000997,-0.943000997,0.872077512,0.565200553
486,0,641.4175672,259.689508,7.978561606,1.009074516,-0.902015699,-0.902015699,0.466187437,1.009628947,0,406,286.0152635,8.091504064,1.014046539,-0.925381736,-0.925381736,0.237692042,1.014564449,0,361,302.0998767,7.441052133,0.914396463,-0.915542651,-0.915542651,0.095492544,0.915347931,0,314.0514841,406,9.606345936,1.245193333,-1.007927813,-1.007927813,1.996470723,1.24911675
487,0,193.5067704,203.6965287,5.082171139,1.410029696,-0.423528256,-0.423528256,1.00418385,1.411051674,0,361,277.3750327,4.973621413,1.632603659,-0.383098584,-0.383098584,0.88876239,1.634159831,0,496,322.2984375,5.240337157,1.799885996,-0.3851238,-0.3851238,0.661621303,1.801633105,0,240.8224696,406,4.140532365,0.874612675,-0.305204532,-0.305204532,2.073035367,0.87743334
488,0,361,361,0.472488468,0.005913668,2.398517313,2.398517313,0.94518957,0.006578885,0,451,224.2887721,8.807246386,1.325527667,-0.804710738,-0.804710738,0.487257204,1.325543527,0,311.3304008,316,7.582501085,1.416714768,-0.66491781,-0.66491781,0.261999756,1.484198356,0,805.6144568,42.00538323,9.10044218,1.373467905,-0.732331009,-0.732331009,2.393143904,1.367809434
489,0,271,271,5.604705793,1.164549801,-0.536202081,-0.536202081,0.504247798,1.164537104,0,361,300.5391304,5.400910914,1.10757705,-0.529582546,-0.529582546,0.300239241,1.107740807,0,304.2855119,451,5.03459439,1.02927361,-0.514252616,-0.514252616,0.160461262,1.02987881,0,271,335.4215732,6.449329668,0.895272174,-0.750768808,-0.750768808,1.196924341,0.898028231
490,0,586,246.6309882,8.116001097,1.482181496,-0.72950737,-0.72950737,0.828081773,1.482238463,0,316,316,9.236951646,1.835556266,-0.839659462,-0.839659462,0.604101126,1.835782572,0,181.0637549,271,9.397658561,2.092146937,-0.762285461,-0.762285461,0.437413004,2.092870433,0,316,255.880065,12.29049446,2.628728165,-1.035201589,-1.035201589,2.996342159,2.629579443
491,0,250.2293085,271,2.991027122,0.575437661,-0.424409127,-0.424409127,0.736969035,0.578340383,0,360.551236,353.4299386,4.908051601,1.548064607,-0.485785464,-0.485785464,0.730261317,1.54846381,0,117.2275764,361,4.595160296,1.622203095,-0.438376925,-0.438376925,0.568981216,1.633115844,0,361,361,5.265451247,1.075849094,-0.522883703,-0.522883703,2.119427731,1.085829592
