tree.number.20,median.shifts.20,ESS.shifts.20,ESS.logLik.20,root.lambda.mean.20,root.mu.mean.20,root.lambda.decay.20,root.mu.decay.20,tip.lambda.mean.20,tip.mu.mean.20,median.shifts.50,ESS.shifts.50,ESS.logLik.50,root.lambda.mean.50,root.mu.mean.50,root.lambda.decay.50,root.mu.decay.50,tip.lambda.mean.50,tip.mu.mean.50,median.shifts.80,ESS.shifts.80,ESS.logLik.80,root.lambda.mean.80,root.mu.mean.80,root.lambda.decay.80,root.mu.decay.80,tip.lambda.mean.80,tip.mu.mean.80,median.shifts.s20,ESS.shifts.s20,ESS.logLik.s20,root.lambda.mean.s20,root.mu.mean.s20,root.lambda.decay.s20,root.mu.decay.s20,tip.lambda.mean.s20,tip.mu.mean.s20
1636,0,347.3226093,288.8652496,4.824265831,1.00517455,-0.453322834,-0.453322834,0.676161206,1.005418491,0,541,321.3676545,4.984857486,1.154004037,-0.434139294,-0.434139294,0.541005597,1.154219617,0,316,251.0465668,5.560811899,1.477664788,-0.400777177,-0.400777177,0.452864196,1.477823377,0,242.2405176,378.5786048,4.688523407,1.06569119,-0.361590253,-0.361590253,1.878029203,1.066751383
1637,0,361,333.0316944,5.657668366,1.999961609,-0.412109044,-0.412109044,1.244001957,2.000928705,0,271,271,4.320659749,1.314272769,-0.448783539,-0.448783539,0.582217912,1.317439404,0,316,462.2401975,3.198163345,0.906037418,-0.427883222,-0.427883222,0.306974373,0.907518845,0,271,271,5.435491697,1.732174756,-0.413585321,-0.413585321,2.305843433,1.736270476
1638,0,191.7752911,116.5586066,5.005994105,0.368198453,-0.610386557,-0.610386557,0.199155652,0.370131141,0,654.7613695,245.0456642,5.484085329,0.49243359,-0.612647179,-0.612647179,0.10407331,0.492959321,0,361,272.7929335,5.23295518,0.501391706,-0.595598452,-0.595598452,0.035809836,0.501458782,0,361,139.5229433,5.601788515,0.769985724,-0.52533949,-0.52533949,1.239763329,0.770372912
1639,0,334.1425425,542.9759578,3.307530813,0.48325834,-0.573656165,-0.573656165,0.314950966,0.489592736,0,231.1748772,316,4.016169449,1.090285184,-0.449050934,-0.449050934,0.422537529,1.092472029,0,309.9365208,361,2.705069197,0.796751555,-0.370789447,-0.370789447,0.26113627,0.802002568,0,361,361,5.434101607,1.650885789,-0.552732779,-0.552732779,1.81079935,1.656929685
1640,0,406,312.7596525,6.26125431,2.464019872,-0.366979852,-0.366979852,1.579101949,2.467888976,0,517.3436861,315.9048173,3.495148475,1.228018729,-0.33923467,-0.33923467,0.701194618,1.236620953,0,361,331.1033563,2.856127258,1.020419579,-0.291524285,-0.291524285,0.51126573,1.023291391,0,271,271,3.557542295,0.608161826,-0.281596378,-0.281596378,1.890010513,0.61973705
1641,0,422.4962276,246.4799545,8.137762878,1.073067247,-0.681483445,-0.681483445,0.654508163,1.07584032,0,443.2286569,296.7832106,8.23255233,1.104862838,-0.656696067,-0.656696067,0.382932305,1.1068489,0,301.5720471,297.4144628,8.390590803,1.061443529,-0.806002338,-0.806002338,0.165196182,1.061571737,0,245.6890047,290.7811411,8.685368393,1.233507,-0.764259526,-0.764259526,0.87977137,1.233555218
1642,0,271,271,7.932309336,1.961432635,-0.740784745,-0.740784745,1.060463325,1.963115662,0,200.3916633,303.1480088,7.120550083,1.929358202,-0.646684488,-0.646684488,0.83870294,1.92977133,0,370.5115732,325.9714108,5.870605055,1.330698058,-0.762564701,-0.762564701,0.298799336,1.331488114,0,316,316,6.550838386,1.271577848,-0.667629494,-0.667629494,2.475419871,1.279356637
1643,0,392.5949786,361.9383088,6.62297867,0.71383003,-0.839257408,-0.839257408,0.324363662,0.714258077,0,161.6510098,271,7.030904539,0.715188258,-0.903702,-0.903702,0.136625607,0.715790971,0,280.7163634,406,6.736010443,1.017248756,-0.705110426,-0.705110426,0.123667604,1.017429742,0,271,291.2001491,6.74338203,0.824053714,-0.776763251,-0.776763251,1.730847838,0.829425082
1644,0,361,277.3120795,5.427991357,1.265711994,-0.523370925,-0.523370925,0.784665456,1.265793449,0,271,271,5.582576974,1.394488605,-0.515464926,-0.515464926,0.560101055,1.394857581,0,361,361,6.614034488,1.612085235,-0.560492839,-0.560492839,0.341823968,1.612453261,0,316,256.3856116,8.111519937,2.665894975,-0.555630946,-0.555630946,2.653471513,2.665846444
1645,0,237.998231,784.4737578,1.84112478,1.589906561,0.060768699,0.060768699,1.567175958,1.620253096,0,109.7358242,496,0.829122754,1.125863126,-0.028449118,-0.028449118,0.696016147,1.050063358,0,0,957.9334569,0.032,0.005,-0.135772457,-0.135772457,0.030241867,0.005,0,211.2991396,306.3778028,8.638674089,3.309398397,-2.056112135,-2.056112135,2.146963765,3.425732519
1646,0,543.7718893,361.6511614,8.647029129,1.093974667,-0.842047186,-0.842047186,0.5628836,1.095661391,0,406,252.5229026,9.083402586,1.358701342,-0.80217981,-0.80217981,0.396046198,1.358789516,0,451,306.545211,8.465201885,1.37374418,-0.749204905,-0.749204905,0.220687055,1.373798867,0,277.8335047,281.8909896,9.315578128,1.111862399,-0.867664948,-0.867664948,1.956412746,1.116120121
1647,0,316,316,4.841995696,0.979743117,-0.497201389,-0.497201389,0.894623858,0.982433025,0,299.3957796,321.4551398,5.894284654,1.547447626,-0.480581715,-0.480581715,0.896587089,1.550414351,0,361,361,4.868477479,1.244832227,-0.47864669,-0.47864669,0.492861375,1.245312006,0,361,361,3.442813269,0.709598115,-0.079676697,-0.079676697,2.409823893,0.715713919
1648,0,361,361,2.619261596,0.359808736,-0.45907474,-0.45907474,0.337338224,0.36270283,0,361,297.6886496,3.809198925,1.012588981,-0.412111374,-0.412111374,0.39754792,1.013304842,0,316,396.414155,2.024547737,0.408374353,-0.422367443,-0.422367443,0.10877448,0.41453277,0,316,316,2.948035443,0.590407883,-0.219773923,-0.219773923,1.656431124,0.611703881
1649,0,304.1340488,236.4445868,7.493433286,0.265243015,-0.935308508,-0.935308508,0.055604031,0.266437633,0,406,254.4616798,7.891489261,0.373136133,-0.890321084,-0.890321084,0.012465488,0.373217374,0,1126,315.2349474,6.27236341,0.701916575,-0.51260454,-0.51260454,0.024690003,0.70203694,0,316,316,7.909853133,0.289104688,-0.954754494,-0.954754494,0.884457601,0.291904468
1650,0,334.5662755,496,3.479234569,0.940076195,-0.414530448,-0.414530448,0.808622617,0.953866898,0,316,251.6680183,4.021994415,1.539951589,-0.366458054,-0.366458054,0.86562049,1.543825788,0,263.5850431,451,2.383674616,0.648178845,-0.419152818,-0.419152818,0.256310173,0.65187534,0,316,729.5663396,3.607932854,0.672115172,-0.217522386,-0.217522386,2.14357462,0.687126706
1651,0,294.6589581,335.0598649,4.895881845,1.545062993,-0.50066494,-0.50066494,1.265668479,1.750477752,0,361,259.3100719,5.550960934,1.502832762,-0.655629443,-0.655629443,0.483263496,1.505061275,0,325.129833,361,3.023972224,1.108184211,-0.438800138,-0.438800138,0.378085693,1.124612723,0,271,271,3.680106948,0.861252891,-0.512871629,-0.512871629,0.795322022,0.863503945
1652,0,271.5570985,406,2.75196284,0.697006629,-0.434074496,-0.434074496,0.550803259,0.699918703,0,361,259.6621149,3.850639983,1.678562723,-0.328008948,-0.328008948,0.852018045,1.677284078,0,284.3747004,271,0.971305563,0.471610764,-0.245008764,-0.245008764,0.280334182,0.51568773,0,154.0114847,277.1974446,5.192107638,1.635036673,-0.543175506,-0.543175506,1.930276053,1.63944655
1653,0,363.0505891,268.6832074,7.00647994,1.408982369,-0.749551375,-0.749551375,0.979585973,1.409625965,0,339.3343956,335.353356,7.167366946,1.501124276,-0.770734988,-0.770734988,0.652304498,1.501699804,0,346.9400338,320.1840895,8.770211108,2.144609798,-0.743470182,-0.743470182,0.547118891,2.145495252,0,271,283.0258608,7.267276531,0.9732395,-0.787091458,-0.787091458,2.388703396,0.978898839
1654,0,531.8989321,313.4915804,4.902527353,0.275894563,-0.636357895,-0.636357895,0.004017165,0.275941256,0,2178.492651,231.6560848,3.402898363,0.371297282,-0.29510257,-0.29510257,0.005852412,0.371323597,0,4501,181.6009401,2.500465314,0.407671574,-0.130090183,-0.130090183,0.010921881,0.407669355,0,271,271,6.27513369,0.395581867,-0.97346962,-0.97346962,0.394154482,0.39765059
1655,0,274.0574189,496,1.172907748,0.655843992,-0.088929673,-0.088929673,0.673833061,0.682862137,0,0,4719.503896,0.032,0.005,-0.027575888,-0.027575888,0.029808759,0.005,0,282.3293446,721,0.847704941,1.357552177,0.067197122,0.067197122,1.082325041,1.309834184,0,316,316,2.074767222,1.242926107,0.224713467,0.224713467,2.124679652,1.259244783
1656,0,451,451,9.365173401,1.876799208,-0.802190257,-0.802190257,1.039672107,1.876947606,0,219.0748425,291.5150946,9.737874409,1.960546034,-0.798511145,-0.798511145,0.690945951,1.96050206,0,94.5851334,378.1854506,8.875054967,1.545409814,-0.858563885,-0.858563885,0.265914276,1.545519572,0,271,271,9.427543801,1.371289746,-0.972405779,-0.972405779,2.385446889,1.373591228
1657,0,451,276.2715421,1.404959557,0.020139896,-0.187121488,-0.187121488,0.00068788,0.020146671,0,3795.091168,236.6205201,1.324483653,0.039136724,-0.150075868,-0.150075868,6.44E-05,0.039140524,0,3486.411359,59.04837955,0.959342873,0.065656438,-0.084699864,-0.084699864,0.000232558,0.065659327,0,343.9237316,496,1.491437726,0.01850033,-0.194650881,-0.194650881,0.084217861,0.018590377
1658,0,423.2549237,103.6900006,4.927013808,0.838394738,-0.428386669,-0.428386669,0.482493984,0.842454903,0,271,271,4.815598661,0.871982642,-0.453418365,-0.453418365,0.328355759,0.872072919,0,361,181.0536721,5.48656072,1.097438648,-0.438691033,-0.438691033,0.226006318,1.097456521,0,406,345.859526,5.183024901,0.735201146,-0.512721527,-0.512721527,1.239849598,0.736082458
1659,0,251.0941447,369.788778,8.644570177,2.320148188,-0.759037239,-0.759037239,1.273458816,2.326263558,0,249.8649247,316,4.568344006,1.181686407,-0.53812906,-0.53812906,0.85195686,1.193136372,0,361,409.6810534,1.910488083,0.493973039,-0.435337538,-0.435337538,0.34247981,0.508277403,0,406,288.7234465,7.822325,0.752184611,-0.915835907,-0.915835907,2.282711344,0.769034312
1660,0,277.5010373,361,3.544496039,0.39995721,-0.565485427,-0.565485427,0.159657449,0.401841376,0,271,271,3.231092583,0.290093452,-0.598200292,-0.598200292,0.048725667,0.291395921,0,256.6973299,316,3.689908291,0.565696684,-0.47201475,-0.47201475,0.044306874,0.566646022,0,316,316,5.361258228,0.660367466,-0.762165437,-0.762165437,0.731840413,0.66254482
1661,0,276.9453319,349.4060087,4.415161429,1.681516894,-0.478035256,-0.478035256,1.166474012,1.705413297,0,361,361,1.646174814,0.680306515,-0.223326616,-0.223326616,0.680706045,0.707927348,0,267.8574068,763.7187309,0.87269368,0.546132702,-0.143180541,-0.143180541,0.449671274,0.568617194,0,406,351.1073277,4.244654712,1.742056706,-0.385406438,-0.385406438,1.29269174,1.752814865
1662,0,361,305.7318479,7.029520194,1.311931039,-0.642651213,-0.642651213,0.572444838,1.312081651,0,271,271,6.016906827,1.00196314,-0.64254259,-0.64254259,0.295380384,1.002076862,0,271.6621185,286.473581,5.416940166,1.244258922,-0.499422086,-0.499422086,0.278033418,1.244540677,0,316,316,8.378254146,1.250975998,-0.875114956,-0.875114956,1.500588503,1.252317806
1663,0,316,120.2125465,8.533019146,1.317488418,-0.887774987,-0.887774987,0.5670194,1.318060256,0,168.6361381,271,8.344344207,1.530246262,-0.797196812,-0.797196812,0.463398015,1.530306504,0,254.5480143,295.5502759,5.499868571,0.997807725,-0.768268084,-0.768268084,0.17273756,0.99894519,0,316,261.0422937,7.391853703,0.855039866,-0.792601975,-0.792601975,2.200936222,0.863645019
1664,0,248.673803,306.4146215,6.810305363,0.229760554,-0.860684772,-0.860684772,0.047906585,0.229919647,0,298.7056566,329.7570153,7.096762491,0.267062453,-0.84844079,-0.84844079,0.010102465,0.269353377,0,1538.16156,274.9348109,6.427166277,0.532058466,-0.568112202,-0.568112202,0.009112009,0.532113403,0,394.5089464,270.3934013,6.971390495,0.202907027,-0.867163638,-0.867163638,0.725412093,0.206245565
1665,0,271,271,5.102615498,0.328658011,-0.562491229,-0.562491229,0.103365752,0.328671446,0,271,271,4.695984576,0.244213413,-0.57735014,-0.57735014,0.027469701,0.244213314,0,586,275.2848942,4.691906826,0.273901981,-0.557906362,-0.557906362,0.005469257,0.274044979,0,274.8149781,275.4524759,5.786036676,0.484771067,-0.589283798,-0.589283798,0.714876011,0.485170283
1666,0,496,496,6.052719657,0.147935849,-0.797718704,-0.797718704,0.011740385,0.14802078,0,721,262.3649456,5.772672871,0.221097376,-0.68258347,-0.68258347,0.001929038,0.221145684,0,3736,258.9416675,4.348248975,0.397743352,-0.365737214,-0.365737214,0.004222715,0.39778543,0,316,316,6.15876462,0.137875881,-0.818878509,-0.818878509,0.469427594,0.138274637
1667,0,271,328.3475133,0.296539446,0.00369636,1.922648708,1.922648708,0.593088224,0.004193031,0,245.6890047,280.009777,8.257191302,0.730159471,-0.905931485,-0.905931485,0.117914414,0.73026175,0,287.3083985,291.9916801,8.311431242,0.755816758,-0.88896755,-0.88896755,0.035804626,0.755956984,0,1036,115.6288581,8.519187647,0.839055781,-0.888706274,-0.888706274,1.482887144,0.839698593
1668,0,361,262.5651052,4.884510111,0.938312758,-0.632152518,-0.632152518,0.276927927,0.941344646,0,267.1653632,262.2498831,3.947384228,0.739609125,-0.585607623,-0.585607623,0.117632706,0.741214137,0,361,361,2.046081848,0.548574532,-0.360455836,-0.360455836,0.104172914,0.553573479,0,316,316,4.921775506,0.890454705,-0.724852225,-0.724852225,1.181172913,0.874527064
1669,0,271,271,4.077511077,2.026346159,-0.308638413,-0.308638413,1.695791978,2.076639626,0,287.9163373,451,1.929635909,0.865293378,-0.222653921,-0.222653921,0.871506216,0.918620995,,,,,,,,,,0,316,295.8812639,5.264554291,2.120057122,-0.527536479,-0.527536479,2.461362117,2.169617901
1670,0,361,300.3734478,4.660117341,0.918515292,-0.579513083,-0.579513083,0.705693018,0.920394995,0,361,276.5816554,4.408296039,0.697943016,-0.703016662,-0.703016662,0.281767903,0.699643776,0,271,271,4.500099137,1.26062059,-0.540246782,-0.540246782,0.33525409,1.262827717,0,273.7219332,378.1834856,6.072884701,0.87789857,-0.674120374,-0.674120374,1.959494863,0.901080926
1671,0,315.2243805,361,4.818389058,0.935769673,-0.651809898,-0.651809898,0.599601608,0.941633878,0,150.6944039,306.1840262,4.859406981,1.251395402,-0.600127294,-0.600127294,0.503857243,1.256708186,0,243.2817753,316,1.454395677,0.6622109,-0.284167252,-0.284167252,0.402930794,0.679043567,0,271,271,4.086143801,0.587653134,-0.660683934,-0.660683934,0.574345152,0.597185896
1672,0,271,271,7.388769151,0.453704886,-0.799392886,-0.799392886,0.148406833,0.45370745,1,251.0871228,613.4778058,3.802205807,0.880781446,-0.390237825,-0.390237825,0.053254687,0.469800129,0,800.6845112,322.3385863,7.613683985,0.585598868,-0.733565735,-0.733565735,0.017545403,0.585671794,0,406,155.3934348,6.273414062,0.318687931,-0.706264966,-0.706264966,1.088025389,0.316139312
1673,0,316,259.2188445,4.222480127,1.023150911,-0.329839807,-0.329839807,0.550967062,1.023249954,0,361,247.5499156,4.120828698,0.83018564,-0.363628529,-0.363628529,0.274211178,0.830231845,0,233.6879376,296.3512619,4.064073128,1.070980909,-0.28929634,-0.28929634,0.295359578,1.071062542,0,406,285.8481803,4.95397101,1.067212956,-0.420523337,-0.420523337,1.162541979,1.068521793
1674,2,27.35527298,11.13625475,2.268010293,2.401357004,-0.03248779,-0.03248779,0.065385245,0.171858119,0,271,83.20992662,0.05964809,0.000530816,0.662001103,0.662001103,0.119369494,0.00060666,0,212.4188362,263.2759818,3.01699814,0.214133898,-0.340299024,-0.340299024,0.00536651,0.214185296,0,406,406,2.863699655,0.05736863,-0.368980929,-0.368980929,0.398841027,0.057714252
1675,0,381.7179207,149.4407599,4.756386315,0.318863719,-0.595160421,-0.595160421,0.09231666,0.319071162,0,176.6441711,271,4.761005867,0.351694535,-0.580023129,-0.580023129,0.036270795,0.351725747,0,541,318.6267948,4.286491701,0.445577682,-0.472089279,-0.472089279,0.020872276,0.44563253,0,267.7758504,361,5.067518809,0.450263019,-0.572984271,-0.572984271,0.801229175,0.450735056
1676,0,271,332.4138074,2.759980402,0.503005445,-0.547676894,-0.547676894,0.446855958,0.512198188,0,271,271,1.799595838,0.353151819,-0.529267768,-0.529267768,0.217239766,0.363711555,0,271,271,1.41639707,0.367776569,-0.39056363,-0.39056363,0.169280196,0.372886856,0,342.6378057,271,3.589510989,0.967125858,-0.100075923,-0.100075923,2.308933611,1.009398414
1677,0,346.9460321,291.9044618,4.426574302,1.749200891,-0.206198821,-0.206198821,1.361020268,1.749345037,0,271,271,4.944172509,2.030570627,-0.203075701,-0.203075701,1.298735055,2.030612099,0,541,252.0447803,4.222975989,1.88937481,-0.177726514,-0.177726514,1.068657126,1.88968879,0,316,270.1424122,4.105047392,1.497153567,-0.174453443,-0.174453443,2.160643397,1.497434515
1678,0,710.7978317,232.3367248,6.964623668,0.530263943,-0.725857977,-0.725857977,0.154623126,0.529938263,0,406,336.6126398,6.583261207,0.445554305,-0.739612567,-0.739612567,0.047150269,0.445602307,0,406,249.4993922,6.162675419,0.422910702,-0.717873825,-0.717873825,0.010272718,0.42292799,0,316,316,6.815874715,0.530707418,-0.747275206,-0.747275206,0.941091841,0.530883575
1679,0,271,325.8172789,5.022402251,0.906530443,-0.750926568,-0.750926568,0.400991846,0.908227182,0,271,271,4.215370812,0.871230226,-0.65441162,-0.65441162,0.267248643,0.872221318,0,316,263.6992261,2.941930896,0.553299342,-0.611714905,-0.611714905,0.106738204,0.555807493,0,271,271,7.218586125,1.805411559,-0.878329218,-0.878329218,1.860841487,1.82351795
1680,0,254.4701197,316,4.943039399,0.75069407,-0.749057551,-0.749057551,0.223845169,0.752870305,0,316,266.7313984,4.107108994,0.652031619,-0.655286652,-0.655286652,0.111509134,0.653257081,0,271,271,2.80405841,0.716920532,-0.404632849,-0.404632849,0.130779181,0.718152317,0,132.8880449,336.8861629,5.328083063,0.977554556,-0.809565444,-0.809565444,1.208820593,1.000677975
1681,0,316,316,6.140792722,0.824353488,-0.879734687,-0.879734687,0.267352414,0.825876283,0,316,316,5.271943165,0.595150256,-0.881422848,-0.881422848,0.090758595,0.595945912,0,406,263.5107797,6.862756453,1.384448729,-0.624644303,-0.624644303,0.143262808,1.384863602,0,316,316,5.470135665,0.646121563,-0.876566573,-0.876566573,0.081426002,0.646319718
1682,0,294.0697879,294.4806975,6.07342867,0.938813259,-0.63225547,-0.63225547,0.540527311,0.939091513,0,316,316,6.015909177,0.876098522,-0.661630434,-0.661630434,0.284607279,0.87614961,0,361,308.8481841,5.971209972,1.026111094,-0.624507964,-0.624507964,0.163136382,1.02643524,0,271,271,5.158441993,0.700736425,-0.503067247,-0.503067247,1.795547556,0.702507251
1683,0,451,349.8677328,3.910580663,1.454890688,-0.301357463,-0.301357463,1.123870532,1.450979564,0,451,281.9604625,3.87959239,1.929901021,-0.218248399,-0.218248399,1.347798909,1.934414742,0,271,271,1.707087963,0.710538965,-0.209924133,-0.209924133,0.486935721,0.725843361,0,375.7861125,316,3.723034953,0.51271234,-0.498809281,-0.498809281,1.200056722,0.523779115
1684,0,361,241.6174,7.36690831,1.232734684,-0.655834992,-0.655834992,0.724786098,1.232889372,0,406,294.1807798,7.350896921,1.241268929,-0.66750618,-0.66750618,0.437499113,1.24136066,0,361,361,7.359694183,1.243109978,-0.663793224,-0.663793224,0.252345435,1.244187218,0,316,316,5.45140943,0.81952022,-0.447209884,-0.447209884,2.260658192,0.821994825
1685,0,406,356.8521521,4.939365049,1.204008389,-0.459504877,-0.459504877,0.785587976,1.204024214,0,361,562.0935398,4.179606814,0.950765551,-0.44901441,-0.44901441,0.488444391,0.951034718,0,361,284.7714538,4.575112548,1.063872965,-0.498181424,-0.498181424,0.259164023,1.064622225,0,361,272.0330631,4.69901446,0.691204176,-0.501898336,-0.501898336,1.541183179,0.696432087
1686,0,250.9240794,230.9050302,8.377281405,0.711086149,-1.006197843,-1.006197843,0.262591749,0.714457251,0,285.1464177,406,8.387164236,0.801864069,-0.955906889,-0.955906889,0.131181866,0.801949272,0,541,277.5443415,8.780183752,0.897397645,-0.907681701,-0.907681701,0.050679181,0.897577102,0,271,271,9.1019831,0.690124979,-1.079651236,-1.079651236,1.469916366,0.691850884
1687,0,271,271,8.397796458,0.364635897,-0.968535882,-0.968535882,0.076092867,0.364638465,0,451,313.2888528,8.599212328,0.418480067,-0.937438271,-0.937438271,0.020474489,0.418508001,0,780.0289093,299.9014162,7.829169317,0.513775653,-0.778892531,-0.778892531,0.00588686,0.513806624,0,406,340.8812415,9.165672512,0.425359443,-1.021304744,-1.021304744,0.899223367,0.426825498
1688,0,514.0746481,659.3653202,5.381976182,0.67938327,-0.520502673,-0.520502673,0.405130226,0.682311609,0,316,247.2367583,6.151353291,0.971480703,-0.493471361,-0.493471361,0.325624032,0.971648158,0,190.6845216,290.8316865,6.557670591,1.011128968,-0.50150449,-0.50150449,0.168050157,1.011183373,0,496,294.5239532,5.689210222,1.011360619,-0.459017125,-0.459017125,1.516754612,1.011943092
1689,0,361,251.8045111,2.14356446,0.519027294,-0.145843105,-0.145843105,0.319892178,0.519054011,0,406,406,1.863957414,0.396198374,-0.153384791,-0.153384791,0.175388553,0.396330378,0,496,283.3070919,2.015137238,0.474289841,-0.144644075,-0.144644075,0.137557078,0.474356061,0,233.005522,316,1.681327272,0.367871771,-0.12190479,-0.12190479,0.65538738,0.369303463
1690,0,316,316,3.550984905,0.468737616,-0.504066636,-0.504066636,0.260757571,0.470457934,0,316,316,2.693002627,0.211595205,-0.535934854,-0.535934854,0.081396068,0.21225045,0,316,316,2.687761332,0.452623983,-0.427745263,-0.427745263,0.076976357,0.454388858,0,461.5915429,314.0494758,3.427763001,0.404897452,-0.433463963,-0.433463963,0.974509228,0.37994279
1691,0,306.9628015,579.7265493,7.053602244,1.282747632,-0.937256474,-0.937256474,0.844824938,1.285184282,0,451,451,9.4875702,1.937223206,-1.030376956,-1.030376956,0.522723726,1.940086201,0,316,316,10.09974987,2.482987253,-0.974863684,-0.974863684,0.392888228,2.483519489,0,271,251.6458207,6.627449336,1.093805095,-0.952599531,-0.952599531,0.702364178,1.097816931
1692,0,523.2294371,233.6963021,6.632550928,1.573741939,-0.620580289,-0.620580289,0.988707944,1.643879914,0,252.1089071,361,6.795079141,2.158448706,-0.49217913,-0.49217913,1.138422184,2.158428999,0,361,295.8559824,6.37432528,2.386925313,-0.435374321,-0.435374321,0.987266622,2.394076377,0,271,271,5.755813579,1.853893832,-0.302172492,-0.302172492,2.996636958,1.85650874
1693,0,271,212.5009265,6.809861956,1.184248646,-0.694768565,-0.694768565,0.774556504,1.184685253,0,346.9400338,300.0947647,7.176336527,1.308312195,-0.722115515,-0.722115515,0.463414163,1.309085123,0,406,313.2758393,7.242375764,1.801088823,-0.594786936,-0.594786936,0.467350341,1.801539344,0,179.3881407,307.2930087,6.115678615,0.856733528,-0.509371341,-0.509371341,2.534058355,0.866360206
1694,0,586,221.4987629,8.971788259,2.191323379,-0.494911677,-0.494911677,1.347986514,2.191326958,0,631,407.6006894,8.133731759,1.917247179,-0.494025929,-0.494025929,0.912025257,1.91725163,0,721,329.9588307,8.503670693,1.823967753,-0.532439558,-0.532439558,0.527704911,1.824166936,0,553.279655,312.8057299,9.200733343,2.081687663,-0.537840283,-0.537840283,2.729737867,2.08168878
1695,0,406,349.6659053,3.836519532,1.222373034,-0.297168352,-0.297168352,0.922606804,1.222406321,0,304.5497692,361,4.033187008,1.377407169,-0.288141199,-0.288141199,0.770311427,1.377767993,0,361,271.2067382,3.458646842,1.055922169,-0.323054521,-0.323054521,0.375751977,1.056502435,0,316,316,3.485419399,0.741625247,-0.335682966,-0.335682966,1.362621931,0.744070311
1696,0,316,316,2.089499807,0.342578812,-0.228492819,-0.228492819,0.841908702,0.350938778,0,306.2016942,406,1.893156342,0.349511006,-0.275359484,-0.275359484,0.539569558,0.363597187,0,361,361,1.228999967,0.346586691,-0.188987657,-0.188987657,0.411899097,0.363905976,0,306.7636879,406,2.946770852,1.681703634,0.191244108,0.191244108,2.939460149,1.786282853
1697,0,309.3935717,361,2.865276066,1.047837107,-0.29013363,-0.29013363,1.191321499,1.0674573,0,271,271,2.376080613,0.930124416,-0.29401092,-0.29401092,0.852757894,0.9487754,0,246.0800921,792.0222568,0.978506987,1.134353967,0.001637904,0.001637904,0.847604043,1.156240557,0,316,316,4.679336297,1.51197048,-0.133248239,-0.133248239,3.030693254,1.528708072
1698,0,271,271,3.059769295,0.631516241,-0.415080987,-0.415080987,0.52988609,0.638956964,0,271,271,2.504008535,0.553383124,-0.392471499,-0.392471499,0.35327703,0.556536583,0,340.8463445,263.7769345,3.780962882,1.296222111,-0.351293582,-0.351293582,0.464306735,1.298184705,0,271,311.4400513,3.940509893,0.722026586,-0.47499392,-0.47499392,1.376319128,0.729146118
1699,0,856,247.281524,3.818501367,0.599889961,-0.325032443,-0.325032443,0.045245967,0.600000028,0,2116,254.2956779,2.335777519,0.522593113,-0.126257353,-0.126257353,0.051718949,0.522581991,0,271,271,0.124498439,0.042354817,-0.038306992,-0.038306992,0.011200033,0.043325746,0,271,271,4.451723026,0.368643995,-0.924885609,-0.924885609,0.444790104,0.373650059
1700,0,405.2325798,423.8607474,5.366622514,1.24391439,-0.526868043,-0.526868043,0.979122199,1.244822321,0,260.1385995,406,5.221075148,1.051928404,-0.608255335,-0.608255335,0.489570044,1.055680444,0,361,377.5464715,6.624347396,1.864076186,-0.530874787,-0.530874787,0.547777966,1.865653061,0,328.254391,301.0145957,4.889826724,0.850691948,-0.451050625,-0.451050625,2.202140451,0.8545753
1701,0,406,256.7657365,4.986229384,0.560393577,-0.628231768,-0.628231768,0.366440964,0.560810834,0,271,271,6.227257159,0.945457454,-0.631548815,-0.631548815,0.27680673,0.945999436,0,316,316,6.153819399,1.334558155,-0.500897725,-0.500897725,0.277167205,1.334601597,0,339.2272968,240.1449554,5.386253016,0.64579832,-0.627571268,-0.627571268,0.449439447,0.645911642
1702,1,946,579.8459621,0.237717662,0.004306107,1.263144948,1.263144948,0.376062754,0.3906249,0,293.0982156,485.4382658,6.652810968,0.691676155,-0.65614104,-0.65614104,0.135411195,0.691786925,0,1691.858324,225.4957536,6.432401421,0.749351877,-0.59857518,-0.59857518,0.065755049,0.749982728,0,451,308.4941193,7.767697916,0.959461845,-0.713231188,-0.713231188,1.22702356,0.959644854
1703,0,316,316,5.746777943,0.712082141,-0.864633608,-0.864633608,0.233810007,0.713685867,0,451,288.4938975,6.64180357,1.05983731,-0.771473519,-0.771473519,0.175858044,1.060499872,0,406,286.4847555,5.570873399,1.659458793,-0.423379064,-0.423379064,0.391442052,1.658437246,0,361,361,7.298362105,0.659565412,-1.172866377,-1.172866377,0.966556931,0.668885754
1704,0,2251.144697,195.6964101,9.875223911,1.9726763,-0.713442365,-0.713442365,0.963338439,1.974178195,0,139.9200661,316,9.420497532,1.92602229,-0.750843915,-0.750843915,0.703729039,1.926098563,0,586,361.900369,9.022609932,1.763448549,-0.750587036,-0.750587036,0.378027886,1.764475236,0,504.9064848,297.6526672,9.318072304,1.388609497,-0.882909324,-0.882909324,2.286178685,1.389157958
1705,0,271,271,6.076325314,0.500990948,-0.853112255,-0.853112255,0.189947037,0.503979457,0,157.107495,318.0467277,5.80823428,0.354410514,-0.954062188,-0.954062188,0.041499472,0.354583778,0,451,369.8561878,6.352916164,1.031255953,-0.569031798,-0.569031798,0.109729327,1.031381477,0,271,271,6.725739262,0.772954922,-0.797942572,-0.797942572,1.437625668,0.779714739
