tree.number,models80,likelihood.80,aicc.80,lambda.80,alpha.80,mu.80,beta.80,models.50,likelihood.50,aicc.50,lambda.50,alpha.50,mu.50,beta.50,models.20,likelihood.20,aicc.20,lambda.20,alpha.20,mu.20,beta.20,models.s20,likelihood.s20,aicc.s20,lambda.s20,alpha.s20,mu.s20,beta.s20,lambda.init.sim.80,lambda.final.sim.80,alpha.sim.80,mu.sim.80,netdiv.sim.80,ntip.80,lambda.init.sim.50,lambda.final.sim.50,alpha.sim.50,mu.sim.50,netdiv.sim.50,ntip.50,lambda.init.sim.20,lambda.final.sim.20,alpha.sim.20,mu.sim.20,netdiv.sim.20,ntip.20,lambda.init.sim.s20,lambda.final.sim.s20,alpha.sim.s20,mu.sim.s20,netdiv.sim.s20,ntip.s20,time.80,time.50,time.20,time.s20,decline.length.80,decline.length.50,decline.length.20,gamma.80,gamma.50,gamma.20,gamma.s20,cga.80,cga.50,cga.20,cga.s20
1966,bvardcst,-41.67333702,90.30667404,0.307984692,-0.666713139,1.842394525,NA,bvardcst,-103.3888575,213.0935046,0.376434115,-0.848588518,1.750858874,NA,bvardcst,-129.5127156,265.2323278,0.521138143,-1.021489359,1.827926146,NA,bvardcst,-19.0002095,44.16258117,1.456758768,-1.150186415,0.00018021,NA,6.032325,0.09576458,0.8234434,0.9605773,-0.86481272,29,6.032325,0.236910073,0.8234434,0.9605773,-0.723667227,80,6.032325,0.457801348,0.8234434,0.9605773,-0.502775952,120,6.032325,1.754120179,0.8234434,0.9605773,0.793542879,152,5.031305,3.931305,3.131305,1.5,2.8,1.7,0.9,-0.402904093,-0.377575258,-0.333545177,-0.364290806,4.703591281,3.738090841,2.93809084,3.33809084
1967,bvardcst,-31.42787357,70.85574714,0.348699263,-0.337618543,1.094475031,NA,bvardcst,-77.31702435,161.1557878,0.91673465,-0.268792512,1.581749056,NA,bvardcst,-96.50969851,199.3830334,0.845548698,-0.321753671,1.200263351,NA,bcstdcst,-43.32660049,90.82711402,1.711080247,NA,-0.45773753,NA,5.050834,0.360407134,0.3869787,1.243352,-0.882944866,16,5.050834,0.573414454,0.3869787,1.243352,-0.669937546,50,5.050834,0.812316133,0.3869787,1.243352,-0.431035867,70,5.050834,1.776616812,0.3869787,1.243352,0.533264812,72,6.822273,5.622273,4.722273,2.7,3.2,2,1.1,-0.14730168,0.039499648,-0.024224259,0.011180885,6.566896215,5.366896215,4.466896215,3.866896216
1968,bvardcst,-20.74256997,49.48513993,0.019826444,-0.142969499,0.572149816,NA,bvardcst,-59.65671748,126.1410212,0.026963266,-0.246413867,0.487775086,NA,bvardcst,-90.52761269,187.6006799,0.002391089,-0.669180997,0.104990448,NA,bvardcst,-44.7863031,96.22125485,0.336594923,-0.778316851,-1.59E-06,NA,4.082398,3.61E-12,0.7689968,0.05534551,-0.05534551,16,4.082398,1.17E-06,0.7689968,0.05534551,-0.055344342,33,4.082398,0.000805826,0.7689968,0.05534551,-0.054539684,48,4.082398,0.34850413,0.7689968,0.05534551,0.29315862,41,36.0928,19.592799,11.092799,3.2,30.500001,14,5.5,-0.972696623,-0.903586961,-0.763185839,-0.969973124,35.63217144,19.13217044,10.63217044,32.43217145
1969,bvardcst,-18.40183689,46.80367378,0.046343757,-0.609470385,0.09490691,NA,bvardcst,-26.08160966,60.00937318,0.069688266,-0.875103793,0.22411103,NA,bvardcst,-38.24537961,83.45075922,0.145957679,-0.869948002,2.47E-06,NA,bcstdcst,-16.61408224,37.60316449,1.667691836,NA,4.57E-07,NA,7.322029,0.041690666,0.8753163,0.7490613,-0.707370634,10,7.322029,0.141984811,0.8753163,0.7490613,-0.607076489,17,7.322029,0.312156528,0.8753163,0.7490613,-0.436904772,29,7.322029,1.514852592,0.8753163,0.7490613,0.765791292,35,5.904569,4.504569,3.604569,1.8,3.3,1.9,1,-0.439754851,-0.484639365,-0.402523629,-0.406023808,5.72583044,4.32583044,3.42583044,3.92583044
1970,bvardcst,-90.5417951,187.5541784,0.003895397,-0.325117708,0.352501353,NA,bvardvar,-234.9726014,478.235058,0.000329563,-0.791165354,0.221705087,0.345591101,bvardcst,-390.5255404,787.1601717,0.011117311,-0.7755764,0.178394085,NA,bvardcst,-218.8139629,443.7336527,0.463487722,-0.766569092,4.56E-06,NA,6.68229,1.92E-07,0.8229309,0.1088714,-0.108871208,55,6.68229,0.000209275,0.8229309,0.1088714,-0.108662125,143,6.68229,0.007820815,0.8229309,0.1088714,-0.101050585,224,6.68229,0.480024499,0.8229309,0.1088714,0.371153099,231,21.10291,12.602909,8.202909,3.2,16.100001,7.6,3.2,-0.910082345,-0.84506996,-0.685407704,-0.905480782,20.83764527,12.33764428,7.937644282,17.63764528
1971,bvardcst,-169.5005231,345.2192281,0.468026764,-0.583437508,1.831619083,NA,bvardcst,-440.0633502,886.1968759,0.791784346,-0.58651162,1.82054007,NA,bvardcst,-556.002435,1118.048746,1.041501175,-0.601282106,1.686896598,NA,bvardcst,-550.8010607,1107.639739,1.110497329,-0.629558707,1.439344648,NA,7.77947,0.366202366,0.635754,1.580379,-1.214176634,114,7.77947,0.648955854,0.635754,1.580379,-0.931423146,346,7.77947,0.950337413,0.635754,1.580379,-0.630041587,551,7.77947,2.477205258,0.635754,1.580379,0.896826258,642,4.806981,3.906981,3.306981,1.8,2.3,1.4,0.8,-0.307221626,-0.151994549,-0.102489509,-0.100943745,4.732927923,3.832927924,3.232927924,2.932927924
1972,bvardvar,-397.8934988,803.9123894,-5.84E-05,-1.045657224,2.231101141,0.025392732,bvardcst,-1216.985329,2439.999573,0.005165657,-0.973401734,0.270964628,NA,bvardcst,-1964.256264,3934.530479,0.031284125,-1.004655469,0.176125359,NA,bvardcst,-775.0712832,1556.161316,0.764862928,-0.955090464,0.117969217,NA,8.465789,9.69E-05,0.9875367,0.2369155,-0.236818577,324,8.465789,0.004561069,0.9875367,0.2369155,-0.232354431,834,8.465789,0.036284262,0.9875367,0.2369155,-0.200631238,1341,8.465789,0.791318402,0.9875367,0.2369155,0.554402902,1284,11.52122,7.621217,5.521217,2.4,7.900003,4,1.9,-0.891062856,-0.763156173,-0.611376301,-0.828366543,11.47857452,7.578571524,5.478571524,9.078574524
1973,bvardcst,-28.34189984,64.39808539,0.418450318,-0.518254277,1.786706956,NA,bvardcst,-74.1091725,154.7516783,0.371551225,-0.626684296,1.12720406,NA,bvardcst,-118.392312,243.0483602,0.494330658,-0.617728107,0.680294767,NA,bvardvar,-40.52345578,89.43526107,1.333188903,-1.753850048,5.256412082,-0.9092703,6.536437,0.208551808,0.6440326,1.186871,-0.978319192,18,6.536437,0.397112689,0.6440326,1.186871,-0.789758311,49,6.536437,0.664773361,0.6440326,1.186871,-0.522097639,95,6.536437,1.922699669,0.6440326,1.186871,0.735828669,108,5.349046,4.349046,3.549046,1.9,2.7,1.7,0.9,-0.302872337,-0.279647296,-0.209489327,-0.161028863,5.157192398,4.1571924,3.445778143,3.345778143
1974,bvardcst,-297.1000832,600.3161083,0.086388705,-0.856486269,0.986082193,NA,bvardcst,-790.9817898,1588.005833,0.268657913,-0.822724549,1.006060405,NA,bvardcst,-1018.008515,2042.044397,0.530270185,-0.808767868,1.173476468,NA,bvardcst,-202.5583485,411.1427557,1.772215973,-0.670110801,0.460079872,NA,9.403343,0.085583435,0.8674604,0.9710529,-0.885469465,211,9.403343,0.242364849,0.8674604,0.9710529,-0.728688051,572,9.403343,0.44481858,0.8674604,0.9710529,-0.526234321,881,9.403343,1.809210395,0.8674604,0.9710529,0.838157495,925,5.417341,4.217341,3.517341,1.9,2.8,1.6,0.9,-0.599909402,-0.378758828,-0.258272858,-0.258272858,5.382278219,4.18227822,3.48227822,3.48227822
1975,bvardcst,-20.36619056,48.73238113,0.425082686,-0.742110054,2.370495651,NA,bvardvar,-44.24215176,97.77462611,0.318893167,-1.137286477,3.749053915,0.757253769,bvardcst,-57.62686557,121.6747838,1.239503597,-0.787318192,2.883925228,NA,bvardcst,-7.886766535,22.13716943,1.867055746,-1.380656215,-1.597978592,NA,6.830017,0.191556595,0.8447067,1.336766,-1.145209405,16,6.830017,0.409697601,0.8447067,1.336766,-0.927068399,36,6.830017,0.680102383,0.8447067,1.336766,-0.656663617,61,6.830017,2.277796328,0.8447067,1.336766,0.941030328,70,4.230935,3.330935,2.730935,1.3,2.3,1.4,0.8,-0.370227351,-0.283694471,-0.109218606,-0.093559281,3.976066203,3.076066204,2.476066204,2.676066205
1976,bvardcst,-166.1190923,338.5381846,0.310152853,-0.33044545,1.218656024,NA,bvardcst,-401.9033324,809.917264,0.545899244,-0.318898871,1.373084617,NA,bvardcst,-620.1871476,1246.436633,0.643220094,-0.348216714,1.206976315,NA,bvardcst,-349.533989,705.1180824,1.574973234,-0.413398187,-1.556488542,NA,3.675774,0.295397815,0.3163208,1.014321,-0.718923185,84,3.675774,0.459974978,0.3163208,1.014321,-0.554346022,221,3.675774,0.651400704,0.3163208,1.014321,-0.362920297,389,3.675774,1.468781878,0.3163208,1.014321,0.454460878,483,7.970377,6.570377,5.470377,2.9,3.9,2.5,1.4,-0.283059168,-0.121854143,-0.092525255,-0.09022403,7.968098085,6.568098086,5.468098085,5.068098085
1977,bvardcst,-716.7594633,1439.5845,0.016419391,-0.507442478,0.388539073,NA,bvardcst,-1845.605404,3697.237387,0.064368941,-0.498256594,0.387241731,NA,bvardcst,-2759.958559,5525.933257,0.162220604,-0.492280586,0.434273606,NA,bvardcst,-1534.236369,3074.487635,0.730394187,-0.489484611,0.259633278,NA,5.103272,0.017020491,0.5017105,0.3818483,-0.364827809,370,5.103272,0.062731599,0.5017105,0.3818483,-0.319116701,907,5.103272,0.147197193,0.5017105,0.3818483,-0.234651107,1491,5.103272,0.758344131,0.5017105,0.3818483,0.376495831,1615,11.36755,8.76755,7.06755,3.8,6.2,3.6,1.9,-0.70919855,-0.505216689,-0.357281867,-0.4075785,11.36313378,8.763133785,7.063133785,7.563133785
1978,bvardcst,-30.63509665,68.681958,0.004683957,-0.794599796,0.346161248,NA,bvardcst,-83.76050058,174.0210012,0.028743711,-0.849978574,0.353512556,NA,bvardcst,-129.0099597,264.3162157,0.131287624,-0.793726326,0.399880563,NA,bvardcst,-45.32332354,96.94664707,1.115723406,-0.545151595,1.08E-05,NA,5.78402,0.002549504,0.9049998,0.369961,-0.367411496,21,5.78402,0.024493272,0.9049998,0.369961,-0.345467728,52,5.78402,0.095192215,0.9049998,0.369961,-0.274768785,85,5.78402,0.946579179,0.9049998,0.369961,0.576618179,84,8.538074,6.038074,4.538074,2,5.5,3,1.5,-0.810236778,-0.626309343,-0.436818291,-0.66771841,8.453187687,5.953187688,4.453187688,6.453187688
1979,bvardcst,-76.26769817,159.0153963,0.164976601,-0.834581616,1.239247485,NA,bvardcst,-225.3267789,456.796415,0.393127229,-0.793161919,1.18244939,NA,bvardcst,-306.2990755,618.6817747,0.748809634,-0.760421763,1.440942421,NA,bvardcst,-26.6810019,59.45800381,2.541449704,-1.002484162,2.538335813,NA,6.977748,0.236472525,0.7382978,1.390956,-1.154483475,54,6.977748,0.459574034,0.7382978,1.390956,-0.931381966,172,6.977748,0.715712626,0.7382978,1.390956,-0.675243374,291,6.977748,2.3054584,0.7382978,1.390956,0.9145024,254,4.584396,3.684396,3.084396,1.5,2.4,1.5,0.9,-0.495031082,-0.305482312,-0.188302924,-0.188302924,4.562550912,3.662550912,3.062550912,3.062550912
1980,bvardcst,-113.7894023,233.836869,0.006528797,-1.020539503,0.5410717,NA,bvardcst,-405.1596155,816.4081198,0.080602094,-0.896812074,0.661464302,NA,bvardcst,-570.0990276,1146.254659,0.210790975,-0.90615576,0.688417539,NA,bvardcst,-161.9018387,329.8630834,1.049417359,-0.950584807,-6.62E-06,NA,6.877225,0.013221954,0.8797973,0.5322041,-0.518982146,97,6.877225,0.070350753,0.8797973,0.5322041,-0.461853347,274,6.877225,0.185169294,0.8797973,0.5322041,-0.347034806,428,6.877225,1.183671002,0.8797973,0.5322041,0.651466902,408,7.10856,5.20856,4.10856,2,4.2,2.3,1.2,-0.814522183,-0.557006815,-0.408141288,-0.544927424,7.101200494,5.201200495,4.101200495,5.101200495
1981,bvardcst,-309.5924072,625.3091667,0.037412332,-0.739720221,0.630906111,NA,bvardcst,-737.6982338,1481.449801,0.094998956,-0.75570629,0.500074053,NA,bvardcst,-1102.14125,2210.313548,0.33051806,-0.668917796,0.728726839,NA,bvardcst,-1045.298848,2096.632179,0.274546604,-0.6743037,0.752605662,NA,6.591203,0.042623122,0.7229271,0.6648223,-0.622199178,197,6.591203,0.126063724,0.7229271,0.6648223,-0.538758577,454,6.591203,0.279222047,0.7229271,0.6648223,-0.385600253,777,6.591203,1.249825012,0.7229271,0.6648223,0.585002712,700,6.973171,5.473171,4.373171,2.3,3.8,2.3,1.2,-0.671120529,-0.494793181,-0.296055806,-0.329241344,6.928735235,5.428735235,4.328735236,4.628735236
1982,bvardcst,-477.7100417,961.4948497,0.570252159,-0.557422305,-1.933086525,NA,bvardcst,-1015.878485,2037.786746,0.848117985,-0.569418728,1.878511598,NA,bvardcst,-1294.872318,2595.762193,1.225747764,-0.543108074,1.80361262,NA,bvardcst,-120.0576019,246.1332488,2.834477991,-0.585323126,-2.079648616,NA,8.383279,0.549447862,0.5587511,1.878382,-1.328934138,325,8.383279,0.859125289,0.5587511,1.878382,-1.019256711,810,8.383279,1.201307019,0.5587511,1.878382,-0.677074981,1371,8.383279,2.742135309,0.5587511,1.878382,0.863753309,1334,4.877092,4.077092,3.477092,2,2.2,1.4,0.8,-0.255371497,-0.137458818,-0.062655321,-0.027636644,4.790024378,3.990024378,3.390024379,2.790024379
1983,bvardvar,-744.8290971,1497.742052,0.00687724,-0.847516018,0.41519898,1.580389235,bvardcst,-2061.482832,4128.98505,0.06118262,-0.762521152,0.455345903,NA,bvardcst,-2862.5018,5731.016165,0.155106245,-0.770746208,0.409638593,NA,bvardcst,-1056.70374,2119.420595,1.041484837,-0.801937422,0.524564061,NA,7.558624,0.013402806,0.7604803,0.4780528,-0.464649994,482,7.558624,0.061339541,0.7604803,0.4780528,-0.416713259,1242,7.558624,0.164852158,0.7604803,0.4780528,-0.313200642,1914,7.558624,1.046488614,0.7604803,0.4780528,0.568435814,1834,8.330236,6.330236,5.030236,2.6,4.7,2.7,1.4,-0.753553759,-0.554284068,-0.416769688,-0.494370758,8.197935267,6.197935269,4.897935269,5.597935269
1984,bcstdcst,-13.39458405,33.78916809,0.32031693,NA,0.062359902,NA,bvardcst,-30.13670842,67.68518154,1.100929638,-0.316222101,1.979746828,NA,bcstdcst,-30.89130827,66.35404512,0.709526887,NA,-1.31E-07,NA,bcstdcst,-9.074879997,22.94975999,1.936548345,NA,-0.701622951,NA,5.341241,0.159472521,0.592581,1.001118,-0.841645479,7,5.341241,0.324721803,0.592581,1.001118,-0.676396198,21,5.341241,0.553516589,0.592581,1.001118,-0.447601411,24,5.341241,1.632799495,0.592581,1.001118,0.631681495,18,5.925505,4.725505,3.825505,2,3.1,1.9,1,0.159476313,0.06920326,-0.03390302,-0.087403326,5.462237191,4.262237192,3.362237192,3.462237192
1985,bvardcst,-7.724210832,33.44842166,-0.009820583,-1.039336952,-0.000572214,NA,bvardcst,-26.29789887,60.19579774,0.088031124,-1.039791535,0.612486942,NA,bvardcst,-41.52509103,89.87776827,0.374000065,-0.906282736,1.222311107,NA,bcstdcst,-12.283335,28.85935292,2.113193004,NA,0.137675961,NA,6.584561,0.10477024,0.7816827,1.010954,-0.90618376,6,6.584561,0.267679134,0.7816827,1.010954,-0.743274866,19,6.584561,0.462648179,0.7816827,1.010954,-0.548305821,33,6.584561,1.743452036,0.7816827,1.010954,0.732498036,44,5.297179,4.097179,3.397179,1.7,2.9,1.7,1,-0.809130326,-0.520646035,-0.326898907,-0.420035714,4.8580053,3.864943657,3.164943657,3.364943657
1986,bvardcst,-7.642032794,29.28406559,0.018624023,-0.800151315,0.803783043,NA,bvardcst,-38.82696379,84.74483666,-0.122632505,-0.787407934,-1.069004658,NA,bvardcst,-50.68426874,108.1185375,0.10668479,-0.966032993,0.408815387,NA,bcstdcst,-22.21627307,48.74023845,1.580255018,NA,4.11E-07,NA,7.410348,0.005611304,0.9555449,0.4549966,-0.449385296,7,7.410348,0.041738643,0.9555449,0.4549966,-0.413257957,26,7.410348,0.131378343,0.9555449,0.4549966,-0.323618258,36,7.410348,1.096131981,0.9555449,0.4549966,0.641135381,42,7.520159,5.420159,4.220159,2,4.6,2.5,1.3,-0.924193049,-0.566501386,-0.485577739,-0.578352987,6.955960546,4.855960548,3.655960548,4.955960548
1987,bcstdcst,-44.59526742,94.90482055,0.019154872,NA,-5.44E-09,NA,bvardvar,-54.49968988,118.4808612,5.48E-05,-0.441920771,0.17415986,1.326000395,bvardcst,-89.26785084,185.0811562,0.001122289,-0.615535537,0.152329025,NA,bvardcst,-60.08075516,126.6948436,0.322170341,-0.632132217,-2.92E-05,NA,3.764739,5.20E-15,0.7098235,0.03994759,-0.03994759,10,3.764739,6.40E-08,0.7098235,0.03994759,-0.039947526,32,3.764739,0.000277705,0.7098235,0.03994759,-0.039669885,48,3.764739,0.292384353,0.7098235,0.03994759,0.252436763,49,48.20422,25.20422,13.40422,3.6,41.8,18.8,7,-0.983389754,-0.926289323,-0.82797129,-0.979082051,47.58094859,24.70853125,12.90853125,43.9809486
1988,bvardcst,-576.955217,1160.028081,0.125065134,-0.166076702,0.475205627,NA,bvardcst,-1175.100265,2356.253162,0.201527772,-0.173622287,0.492603623,NA,bvardcst,-1664.899404,3335.832142,0.252386382,-0.18559461,0.427471942,NA,bvardcst,-1034.035911,2074.106058,0.597452971,-0.197072695,0.367400347,NA,2.094966,0.102349853,0.1711202,0.4235594,-0.321209547,208,2.094966,0.176970077,0.1711202,0.4235594,-0.246589323,460,2.094966,0.262317899,0.1711202,0.4235594,-0.161241501,724,2.094966,0.632355163,0.1711202,0.4235594,0.208795763,705,17.64196,14.441965,12.141965,7,8.299995,5.1,2.8,-0.299754911,-0.1796066,-0.141340693,-0.1016845,17.18627764,13.98628264,11.68628264,10.18627764
1989,bvardcst,-64.20664622,134.9986583,0.400231033,-0.700724053,1.728719325,NA,bvardcst,-142.3593202,290.9368222,0.436556302,-0.863215381,1.516978224,NA,bvardcst,-193.9544156,394.039266,0.578620983,-0.917185765,1.206936073,NA,bvardcst,-1.133652852,8.377904783,2.380817723,-0.497808568,-0.299352866,NA,8.966549,0.24730055,0.8080349,1.463054,-1.21575345,45,8.966549,0.472025173,0.8080349,1.463054,-0.991028827,114,8.966549,0.766514226,0.8080349,1.463054,-0.696539774,188,8.966549,2.461190153,0.8080349,1.463054,0.998136154,221,4.443684,3.643684,3.043684,1.6,2.2,1.4,0.8,-0.339888952,-0.321248338,-0.257343618,-0.232894891,4.078446763,3.531437987,2.931437986,2.731437986
1990,bvardcst,-14.2579471,40.51589419,0.001202526,-0.624451799,0.230633617,NA,bvardcst,-37.59397173,82.78794346,0.010124317,-0.611243614,-5.46E-07,NA,bvardcst,-47.7413797,102.5736685,0.068724905,-0.537312052,-1.16E-06,NA,bcstdcst,-18.62399318,42.04798635,0.909250587,NA,-1.08E-06,NA,4.961776,0.000502402,0.7295407,0.2303931,-0.229890698,8,4.961776,0.009298078,0.7295407,0.2303931,-0.221095022,19,4.961776,0.049786874,0.7295407,0.2303931,-0.180606226,26,4.961776,0.643424736,0.7295407,0.2303931,0.413031636,18,12.60776,8.60776,6.30776,2.8,8.4,4.4,2.1,-0.800016034,-0.634542153,-0.479160015,-0.688779673,12.00656008,8.006560082,5.706560082,9.206560082
1991,bvardcst,-200.6644403,407.6016079,0.151297351,-0.323019256,-0.779648669,NA,bvardcst,-401.2000198,808.5270238,0.181204715,-0.37540415,0.619910095,NA,bvardvar,-592.5889139,1193.303614,0.225544875,-0.446320114,0.66320211,1.35317184,bvardcst,-641.6287863,1289.322437,0.369899222,-0.395418978,0.705950738,NA,3.930282,0.093004145,0.3645095,0.5968369,-0.503832755,92,3.930282,0.192802147,0.3645095,0.5968369,-0.404034753,193,3.930282,0.321172325,0.3645095,0.5968369,-0.275664575,323,3.930282,0.983709233,0.3645095,0.5968369,0.386872333,374,10.27085,8.270846,6.870846,3.8,5.100004,3.1,1.7,-0.409282343,-0.321707887,-0.244930327,-0.19467942,10.09365424,8.093650237,6.693650237,6.293654237
1992,bvardcst,-17.54185374,42.79799318,0.061959573,-1.44489388,1.162887619,NA,bvardcst,-56.40257594,119.2949478,0.325189523,-1.214460044,1.503331862,NA,bvardcst,-77.50089367,161.2808571,0.686841535,-1.188537729,1.795891035,NA,bcstdcst,26.54175466,-48.97341759,3.452940285,NA,-1.00E-05,NA,9.913302,0.255984432,0.9811536,1.651284,-1.395299568,18,9.913302,0.508733422,0.9811536,1.651284,-1.142550578,53,9.913302,0.830892936,0.9811536,1.651284,-0.820391064,90,9.913302,2.768699767,0.9811536,1.651284,1.117415767,112,3.726752,3.026752,2.526752,1.3,1.9,1.2,0.7,-0.700401711,-0.420293909,-0.285442912,-0.275457033,3.354311474,2.654311474,2.154311474,2.054311474
1993,bcstdcst,-27.72811571,60.65623141,0.269698658,NA,6.42E-07,NA,bvardcst,-74.50136105,155.6343011,0.256792599,-0.492768188,0.714532446,NA,bvardcst,-109.8105286,225.9688833,0.384582148,-0.43146521,0.401170992,NA,bcstdcst,-48.7295136,101.6018843,1.542505129,NA,-1.80E-06,NA,6.351075,0.254097891,0.4441075,1.10023,-0.846132109,13,6.351075,0.452622905,0.4441075,1.10023,-0.647607095,42,6.351075,0.675029294,0.4441075,1.10023,-0.425200706,73,6.351075,1.675818311,0.4441075,1.10023,0.575588311,87,7.247479,5.947479,5.047479,3,3.3,2,1.1,-0.096114996,-0.295552013,-0.19780379,-0.10719591,6.401839328,5.226601987,4.326601986,3.526601986
1994,bvardvar,-4.323066698,-23.3538666,0.037685889,-0.503025856,1.051139934,2.255304642,bvardcst,-31.43384615,70.279457,0.002041457,-1.091023896,0.011284498,NA,bvardcst,-58.43578345,123.5774493,0.053639654,-0.903303166,0.321570788,NA,bvardcst,-31.17209742,68.87752818,0.879273831,-0.681988505,8.51E-06,NA,4.583737,0.001409183,0.8023521,0.3045298,-0.303120617,4,4.583737,0.016950571,0.8023521,0.3045298,-0.287579229,21,4.583737,0.071846746,0.8023521,0.3045298,-0.232683054,38,4.583737,0.784538199,0.8023521,0.3045298,0.480008399,49,10.07944,6.97944,5.17944,2.2,6.7,3.6,1.8,-0.940967538,-0.756726718,-0.559935797,-0.827309463,9.660172711,6.560172712,4.760172712,7.460172712
1995,bvardcst,-144.0442457,294.3742056,0.078024783,-0.736857783,0.70779712,NA,bvardcst,-357.8109532,721.7231723,0.179338263,-0.799688783,0.79652453,NA,bvardcst,-519.5520028,1045.162117,0.324757055,-0.796171173,0.526189983,NA,bvardcst,-127.5784927,261.217899,1.680069779,-0.592541873,0.583510267,NA,8.049869,0.062428219,0.8324533,0.8243731,-0.761944881,88,8.049869,0.169518381,0.8324533,0.8243731,-0.654854719,241,8.049869,0.358586292,0.8324533,0.8243731,-0.465786808,417,8.049869,1.523102264,0.8324533,0.8243731,0.698729164,398,5.837437,4.637437,3.737437,2,3.1,1.9,1,-0.55008236,-0.433779116,-0.315856256,-0.302229732,5.817441088,4.617441089,3.717441089,3.817441089
1996,bvardcst,-1254.814859,2515.653042,0.003369477,-0.632214979,0.49755808,NA,bvardcst,-3763.570423,7533.150303,0.003993474,-0.961806841,0.245007275,NA,bvardcst,-6218.625124,12443.25604,0.03169669,-0.967286243,0.231643277,NA,bvardcst,-2814.415828,5634.837374,0.692960623,-1.000399828,0.279951132,NA,8.094239,8.02E-05,0.9431823,0.2213411,-0.221260884,1033,8.094239,0.00421369,0.9431823,0.2213411,-0.21712741,2542,8.094239,0.033560165,0.9431823,0.2213411,-0.187780935,4150,8.094239,0.696894386,0.9431823,0.2213411,0.475553286,4201,12.21602,8.016021,5.816021,2.6,8.399999,4.2,2,-0.899696073,-0.770125889,-0.613870954,-0.838100168,12.16560454,7.965605545,5.765605546,9.565604545
1997,bvardcst,-95.40146828,197.2097162,0.320754456,-0.644280402,1.53387655,NA,bvardcst,-249.0969709,504.3272751,0.589296033,-0.634292081,1.555033748,NA,bvardcst,-341.6263152,689.3310618,0.857570645,-0.652357325,1.625029231,NA,bvardcst,-74.47339973,155.0113156,2.341594203,-0.615820881,-1.602634246,NA,8.283858,0.335666312,0.6209408,1.489768,-1.154101688,63,8.283858,0.586964456,0.6209408,1.489768,-0.902803544,184,8.283858,0.851950772,0.6209408,1.489768,-0.637817228,310,8.283858,2.248656939,0.6209408,1.489768,0.758888939,376,5.163047,4.263047,3.663047,2.1,2.4,1.5,0.9,-0.395353422,-0.216322655,-0.144408529,-0.116687109,4.789215281,3.889215281,3.289215281,2.689215281
